iteration,find_best_us,split_us,update_info_us,total_us,active_faces,n_vertices
147,0.286,755.096,94.937,850.43,532,1107
148,0.286,0.091,173.537,174.003,532,1107
149,0.106,0.124,151.004,151.363,532,1107
150,0.105,0.14,177.934,178.266,532,1107
151,0.175,366.491,99.613,466.366,534,1111
152,0.107,2932.23,89.286,3021.75,542,1127
153,0.344,0.037,125.182,125.686,542,1127
154,0.059,0.034,175.097,175.282,542,1127
155,0.201,928.558,119.147,1048.04,544,1131
156,0.719,2168.91,121.379,2291.17,548,1139
157,90.779,535.878,118.35,745.164,550,1143
158,0.287,0.101,176.958,177.474,550,1143
159,0.057,2863.37,95.523,2959.08,558,1159
160,0.539,1153.38,20.975,1175.02,562,1167
161,0.475,2886.89,104.786,2992.36,566,1175
162,0.378,3073.25,85.904,3159.63,572,1187
163,0.291,0.118,192.681,193.178,572,1187
164,0.104,677.145,108.168,785.506,574,1191
165,0.205,849.974,114.403,964.7,576,1195
166,0.269,0.084,186.543,187.027,576,1195
167,0.104,0.031,116.584,116.807,576,1195
168,0.05,1866.25,79.848,1946.25,582,1207
169,0.443,1282.51,152.98,1436.13,584,1211
170,0.678,901.249,154.442,1056.54,586,1215
171,0.643,1708.31,20.389,1729.47,590,1223
172,0.399,1152.59,120.042,1273.19,592,1227
173,0.346,837.612,185.849,1023.94,594,1231
174,0.516,1721.79,33.407,1755.84,598,1239
175,0.409,2554.73,105.157,2660.52,604,1251
176,0.581,0.063,266.002,266.752,604,1251
177,0.11,2245.55,28.142,2273.95,608,1259
178,0.344,0.109,247.627,248.182,608,1259
179,0.111,3018.39,87.408,3106.01,616,1275
180,0.334,0.06,126.285,126.812,616,1275
181,0.107,2011.38,22.202,2033.82,620,1283
182,0.43,988.437,147.645,1136.62,622,1287
183,0.352,1979.36,118.745,2098.66,626,1295
184,0.631,0.201,111.158,112.093,626,1295
185,0.061,2330.06,24.582,2354.84,630,1303
186,0.482,2456.47,93.664,2550.75,635,1314
187,0.358,0.161,193.126,193.753,635,1314
188,0.106,2128.35,104.425,2233.06,639,1322
189,0.453,0.103,172.788,173.519,639,1322
190,0.115,995.456,133.439,1129.24,641,1326
191,0.442,481.651,166.557,648.754,643,1330
192,0.153,2962.93,123.159,3086.33,648,1341
193,0.339,387.439,133.722,521.614,650,1345
194,0.227,3131.01,104.542,3235.89,658,1361
195,0.393,1077.89,173.448,1251.93,660,1365
196,91.353,1268.87,173.396,1533.8,662,1369
197,0.399,640.008,152.71,793.222,664,1373
198,0.251,1069.9,171.59,1241.85,666,1377
199,0.813,1581.05,153.927,1735.92,668,1381
200,0.301,0.055,245.971,246.46,668,1381
201,0.098,2168.53,104.011,2272.74,674,1393
202,0.411,0.039,206.626,207.226,674,1393
203,0.121,7033.08,115.783,7149.13,680,1405
204,17.643,1553.76,235.871,1807.46,682,1409
205,0.466,2650.15,27.991,2678.72,688,1421
206,0.423,3423.04,55.797,3479.37,694,1433
207,0.349,477.724,167.232,645.409,696,1437
208,0.104,1065.51,198.522,1264.33,698,1441
209,0.389,573.15,150.154,723.797,700,1445
210,0.136,0.082,145.576,145.917,700,1445
211,0.067,0.334,261.121,261.7,700,1445
212,0.238,3092.72,109.327,3202.44,706,1457
213,0.461,600.284,167.479,768.331,708,1461
214,0.291,0.051,185.1,185.544,708,1461
215,0.128,0.293,275.006,275.608,708,1461
216,0.146,1104.38,167.611,1272.3,710,1465
217,0.385,0.3,256.208,256.998,710,1465
218,0.13,1841.73,202.075,2044.17,712,1469
219,108.202,226.88,153.454,488.66,713,1472
220,0.178,3084.13,155.58,3240.08,719,1484
221,0.985,1042.14,190.421,1233.7,720,1487
222,0.409,1011.7,195.943,1208.19,722,1491
223,0.522,0.132,320.54,321.367,722,1491
224,0.292,0.102,248.125,248.622,722,1491
225,0.092,474.639,146.948,621.782,724,1495
226,0.115,2682.33,35.215,2717.8,729,1506
227,0.463,0.251,353.709,354.526,729,1506
228,0.216,1725.2,121.01,1846.52,734,1517
229,110.368,666.291,160.762,937.53,736,1521
230,0.203,530.248,151.454,682.008,738,1525
231,0.314,0.281,282.953,283.642,738,1525
232,0.111,1799.96,33.892,1834.07,742,1533
233,0.581,4392.98,174.31,4568.01,749,1548
234,0.43,0.034,224.549,225.125,749,1548
235,0.145,1638.96,29.6,1668.82,753,1556
236,0.33,529.899,181.265,711.601,755,1560
237,117.022,1171.42,200.312,1488.92,757,1564
238,0.283,531.486,134.978,666.834,759,1568
239,0.175,3173.94,127.713,3301.93,765,1580
240,0.41,2082.07,136.131,2218.73,770,1591
241,1.086,0.245,419.491,420.915,770,1591
242,1.28,0.135,488.652,490.241,770,1591
243,0.486,4092.16,153.142,4245.93,777,1606
244,0.361,0.037,230.383,230.884,777,1606
245,0.111,0.195,334.005,334.475,777,1606
246,0.138,0.152,210.758,211.151,777,1606
247,0.11,1696.08,142.63,1838.94,781,1614
248,0.46,2446.82,65.515,2512.91,785,1622
249,0.397,1015.28,299.289,1315.08,787,1626
250,1.086,1826.16,149.992,1977.38,791,1634
251,119.35,427.975,147.447,694.88,792,1637
252,0.167,1102.28,198.509,1301.11,794,1641
253,0.4,580.467,189.379,770.356,796,1645
254,562.378,728.295,211.965,1502.84,798,1649
255,79.627,1981.83,37.772,2099.4,802,1657
256,113.819,1073.11,224.02,1411.07,804,1661
257,0.538,0.111,228.396,229.147,804,1661
258,0.103,2004.08,189.201,2193.52,808,1669
259,0.617,0.239,232.252,233.21,808,1669
260,0.115,6078.1,142.008,6220.36,820,1693
261,0.342,4995.5,177.176,5173.16,830,1713
262,0.423,649.846,198.436,848.813,832,1717
263,0.194,1930.18,38.51,1969.02,836,1725
264,0.592,0.231,326.789,327.751,836,1725
265,146.619,1210.86,232.762,1590.36,838,1729
266,0.459,653.816,208.837,863.23,840,1733
267,0.265,1529.49,219.285,1749.19,842,1737
268,0.361,2795.06,51.246,2846.8,846,1745
269,0.404,1130.58,259.524,1390.64,848,1749
270,0.555,0.212,321.088,321.974,848,1749
271,0.118,703.582,215.083,918.961,850,1753
272,0.241,0.185,394.256,394.794,850,1753
273,0.188,3878.11,185.367,4063.81,858,1769
274,0.4,0.145,331.901,332.649,858,1769
275,0.196,0.065,379.032,379.47,858,1769
276,0.33,2182.02,41.905,2224.41,862,1777
277,0.429,0.186,212.898,213.624,862,1777
278,0.115,1767.22,137.887,1905.38,865,1784
279,0.667,271.928,213.07,485.775,866,1787
280,360.996,2162.28,216.996,2740.39,869,1794
281,0.413,1722.82,60.608,1783.98,872,1801
282,0.342,2129.51,173.25,2303.25,876,1809
283,0.3,1963.82,179.23,2143.5,880,1817
284,1.853,0.207,299.162,301.333,880,1817
285,132.345,675.852,207.751,1016.07,882,1821
286,0.178,2192.47,51.05,2243.84,886,1829
287,175.81,2054.78,46.846,2277.58,890,1837
288,0.401,0.157,417.324,417.986,890,1837
289,0.124,1102.09,277.113,1379.5,892,1841
290,139.8,636.623,232.155,1008.72,894,1845
291,0.237,2151.72,158.059,2310.19,898,1853
292,0.968,924.49,214.581,1140.19,900,1857
293,0.218,2111.79,48.602,2160.71,904,1865
294,1.135,0.227,694.255,695.78,904,1865
295,0.211,0.036,361.476,361.834,904,1865
296,0.112,1234.33,247.448,1482.04,906,1869
297,251.29,3014.79,186.023,3452.38,912,1881
298,0.584,1279.77,239.144,1519.6,914,1885
299,0.537,2289.13,181.025,2470.81,918,1893
300,0.806,2035.36,170.794,2207.06,921,1900
301,111.65,1413.25,251.277,1776.31,923,1904
302,0.36,645.14,236.942,882.563,925,1908
303,0.136,0.112,373.474,373.855,925,1908
304,0.114,1375.56,241.021,1616.81,927,1912
305,125.778,684.9,239.709,1050.51,929,1916
306,0.291,2224.91,144.416,2369.71,933,1924
307,0.333,0.107,391.357,391.927,933,1924
308,0.152,0.115,254.009,254.378,933,1924
309,0.106,2519.16,52.921,2572.28,937,1932
310,143.611,2147.42,45.749,2336.95,941,1940
311,0.487,3521.75,200.921,3723.31,947,1952
312,0.465,0.07,429.97,430.609,947,1952
313,175.213,2340.44,198.336,2714.22,951,1960
314,1.193,1005.7,279.636,1286.7,953,1964
315,0.673,3236.85,237.957,3475.65,958,1975
316,0.486,745.743,240.781,987.162,960,1979
317,0.249,2250.13,47.662,2298.15,964,1987
318,0.554,1292.58,255.765,1549.07,966,1991
319,0.388,3986.1,182.496,4169.12,974,2007
320,0.243,1541.55,171.39,1713.28,977,2014
321,0.328,1275.28,265.632,1541.35,979,2018
322,0.426,0.055,277.29,277.869,979,2018
323,0.14,5345.6,237.234,5583.12,987,2034
324,0.276,0.102,448.271,448.746,987,2034
325,0.109,2275.77,51.712,2327.69,991,2042
326,0.623,753.629,268.646,1023.06,993,2046
327,0.309,1776.42,285.806,2073.87,995,2050
328,0.467,1994.7,278.226,2273.55,999,2058
329,0.571,0.096,443.24,444.012,999,2058
330,0.115,771.75,214.528,986.494,1001,2062
331,0.32,2393.67,234.691,2628.84,1005,2070
332,0.412,706.097,256.06,962.68,1007,2074
333,0.172,2327.2,60.497,2388.01,1011,2082
334,0.498,1444.72,295.636,1740.97,1013,2086
335,149.827,2438.02,65.6,2653.6,1017,2094
336,0.546,771.174,265.955,1037.78,1019,2098
337,0.265,0.191,500.888,501.441,1019,2098
338,0.115,2488.33,55.947,2544.54,1023,2106
339,0.559,2567.35,47.51,2615.58,1027,2114
340,0.412,0.136,304.858,305.531,1027,2114
341,0.14,0.063,270.017,270.337,1027,2114
342,0.126,6039.64,262.755,6302.66,1037,2134
343,0.475,4757.27,238.634,4996.54,1047,2154
344,0.352,1284.98,49.726,1335.19,1050,2161
345,0.313,1209.98,235.706,1446.12,1052,2165
346,124.71,1351.07,277.413,1753.35,1054,2169
347,0.364,2367.53,59.712,2427.77,1058,2177
348,0.358,0.067,469.202,469.752,1058,2177
349,0.153,5166.97,246.5,5413.75,1066,2193
350,0.286,2925.62,210.347,3136.36,1070,2201
351,0.373,1351.48,356.976,1708.99,1072,2205
352,0.37,811.684,294.287,1106.46,1074,2209
353,0.24,0.168,462.115,462.631,1074,2209
354,0.179,2647.09,64.679,2712.06,1078,2217
355,0.391,2296.73,74.232,2371.51,1081,2224
356,0.422,1382.99,262.827,1646.38,1083,2228
357,0.342,1510.1,281.303,1792.18,1085,2232
358,0.303,813.551,279.374,1093.34,1087,2236
359,0.232,2081,252.747,2334.07,1091,2244
360,0.271,0.079,443.831,444.285,1091,2244
361,0.12,700.143,264.334,964.705,1093,2248
362,0.166,0.049,325.091,325.4,1093,2248
363,0.1,1536.34,303.502,1840.09,1095,2252
364,0.511,2619.36,205.496,2825.53,1099,2260
365,0.365,0.062,359.184,359.776,1099,2260
366,0.104,0.055,488.192,488.468,1099,2260
367,142.859,1534.23,266.645,1943.89,1101,2264
368,0.354,2561.25,270.574,2832.33,1105,2272
369,0.349,868.464,347.497,1216.49,1107,2276
370,0.215,0.073,631.346,631.74,1107,2276
371,0.194,875.56,281.021,1156.94,1109,2280
372,0.29,2713.61,242.219,2956.29,1113,2288
373,0.433,1663.48,357.244,2021.3,1115,2292
374,0.463,0.086,399.66,400.32,1115,2292
375,164.649,905.646,293.708,1364.13,1117,2296
376,0.203,0.127,435.426,435.857,1117,2296
377,0.132,891.539,291.544,1183.37,1119,2300
378,0.171,2886.38,217.48,3104.15,1123,2308
379,0.624,0.166,465.464,466.38,1123,2308
380,0.241,0.147,502.022,502.577,1123,2308
381,0.181,0.092,554.257,554.638,1123,2308
382,0.17,0.154,532.626,533.055,1123,2308
383,0.194,2853.04,71.611,2925.01,1127,2316
384,0.641,2724.75,64.67,2790.17,1130,2323
385,538.047,3357.61,283.871,4179.67,1135,2334
386,0.352,2671.86,65.235,2737.64,1139,2342
387,0.309,819.115,303.19,1122.81,1141,2346
388,0.258,0.097,588.899,589.423,1141,2346
389,0.26,1600.34,351.758,1952.5,1143,2350
390,0.349,886.153,297.68,1184.29,1145,2354
391,0.333,0.085,427.023,427.576,1145,2354
392,0.153,0.099,351.877,352.255,1145,2354
393,0.13,1093.6,252.883,1346.73,1146,2357
394,0.438,887.392,290.827,1178.82,1148,2361
395,0.231,816.519,276.396,1093.28,1150,2365
396,0.18,0.145,488.92,489.384,1150,2365
397,0.089,2594.31,259.783,2854.29,1154,2373
398,0.278,2090.68,241.396,2332.49,1157,2380
399,0.375,0.121,535.884,536.473,1157,2380
400,1.125,1271.64,374.298,1647.23,1159,2384
401,0.265,0.091,599.477,599.935,1159,2384
402,0.202,0.094,455.508,455.97,1159,2384
403,0.21,2608.8,263.823,2872.97,1163,2392
404,0.308,0.081,469.052,469.55,1163,2392
405,0.099,0.061,366.44,366.694,1163,2392
406,0.133,3608.89,233.812,3842.95,1169,2404
407,0.37,0.107,364.705,365.303,1169,2404
408,0.193,1575.13,372.149,1947.56,1171,2408
409,0.47,457.914,238.018,696.496,1172,2411
410,0.106,0.231,370.367,370.815,1172,2411
411,0.281,0.061,497.041,497.511,1172,2411
412,0.137,3007.56,81.24,3089.09,1176,2419
413,0.384,804.796,313.826,1119.11,1178,2423
414,0.153,3643.04,80.078,3723.43,1182,2431
415,0.41,2821.07,108.429,2930.07,1186,2439
416,0.431,2204.78,64.807,2270.19,1190,2447
417,0.34,0.091,561.297,561.881,1190,2447
418,0.158,6337.7,275.663,6613.69,1198,2463
419,0.529,0.097,570.671,571.398,1198,2463
420,0.124,0.117,386.255,386.599,1198,2463
421,0.109,3779.51,266.696,4046.42,1204,2475
422,0.484,4516.39,254.713,4771.73,1210,2487
423,0.392,878.95,337.866,1217.32,1212,2491
424,0.183,3817.35,253.163,4070.8,1218,2503
425,189.447,714.741,291.727,1196.04,1219,2506
426,0.303,0.174,505.01,505.59,1219,2506
427,0.061,0.105,532.031,532.289,1219,2506
428,0.165,0.081,479.991,480.339,1219,2506
429,0.096,1628.9,379.565,2008.71,1221,2510
430,0.444,962.682,375.284,1338.56,1223,2514
431,364.971,1110,323.387,1798.46,1225,2518
432,0.256,754.695,339.399,1094.44,1227,2522
433,0.293,1302.71,395.951,1699.09,1229,2526
434,0.383,507.315,245.931,753.799,1230,2529
435,185.287,804.508,287.951,1277.86,1232,2533
436,0.226,2832.4,286.97,3119.76,1236,2541
437,0.388,0.143,591.145,591.794,1236,2541
438,0.124,0.191,576.31,576.836,1236,2541
439,0.134,0.051,396.289,396.604,1236,2541
440,0.119,2958.11,276.044,3234.42,1239,2548
441,0.41,4263.58,307.446,4571.6,1245,2560
442,0.396,3023.26,284.294,3308.11,1249,2568
443,0.389,0.238,597.621,598.423,1249,2568
444,178.362,2084.11,437.241,2699.88,1251,2572
445,0.395,0.19,498.709,499.414,1251,2572
446,0.153,3116.47,337.133,3453.91,1255,2580
447,0.381,486.929,271.963,759.39,1256,2583
448,0.113,3295.56,325.331,3621.18,1260,2591
449,0.664,4380.39,280.898,4662.11,1266,2603
450,1.192,0.269,1082.59,1084.18,1266,2603
451,0.199,0.14,672.79,673.23,1266,2603
452,0.162,0.114,609.503,609.901,1266,2603
453,0.17,4447.25,80.223,4527.77,1272,2615
454,0.37,0.196,612.221,612.891,1272,2615
455,145.702,559.652,652.237,1357.72,1273,2618
456,0.414,1595.68,322.886,1919.1,1275,2622
457,0.306,0.085,631.395,631.876,1275,2622
458,0.108,929.062,305.485,1234.78,1277,2626
459,0.224,2825.15,243.197,3068.72,1281,2634
460,179.134,857.039,443.656,1479.99,1283,2638
461,0.397,0.118,430.754,431.371,1283,2638
462,0.136,4087.61,295.201,4383.05,1289,2650
463,0.233,0.06,430.933,431.316,1289,2650
464,653.015,1177.5,374.656,2205.35,1291,2654
465,0.226,0.157,528.634,529.14,1291,2654
466,0.134,0.036,543.81,544.07,1291,2654
467,0.181,541.088,292.506,833.881,1292,2657
468,0.219,887.483,373.812,1261.66,1294,2661
469,0.237,3039.85,259.826,3300.06,1298,2669
470,0.382,1249.78,326.676,1577.01,1299,2672
471,0.551,3393.5,313.285,3707.5,1303,2680
472,0.326,2883.57,341.839,3225.89,1306,2687
473,0.46,1059.94,398.259,1458.76,1308,2691
474,0.205,0.055,651.533,651.908,1308,2691
475,0.194,3156.37,290.432,3447.17,1312,2699
476,207.347,1170.96,326.673,1705.11,1314,2703
477,0.296,0.082,573.56,574.071,1314,2703
478,164.329,1854.62,372.481,2391.59,1316,2707
479,0.488,0.238,722.529,723.364,1316,2707
480,0.192,0.11,607.23,607.639,1316,2707
481,0.121,1069.27,400.086,1469.64,1318,2711
482,0.194,2070.55,498.162,2569.08,1320,2715
483,0.467,0.054,563.53,564.233,1320,2715
484,0.155,3927.18,306.37,4233.85,1326,2727
485,0.379,1836.53,415.325,2252.38,1328,2731
486,0.401,3495.24,299.383,3795.16,1332,2739
487,0.354,0.091,647.979,648.562,1332,2739
488,0.215,2131.71,78.034,2210.06,1336,2747
489,0.215,2131.43,72.677,2204.44,1339,2754
490,0.32,848.076,335.554,1184.05,1341,2758
491,0.09,0.09,584.952,585.221,1341,2758
492,0.09,864.117,364.904,1229.21,1343,2762
493,0.146,0.155,509.528,509.931,1343,2762
494,388.057,1149.15,333.574,1870.9,1345,2766
495,163.583,1128.61,324.122,1616.43,1347,2770
496,0.227,1315.3,381.488,1697.14,1349,2774
497,0.24,0.154,584.443,584.932,1349,2774
498,0.151,1004.91,391.588,1396.75,1351,2778
499,0.128,0.257,670.378,670.855,1351,2778
500,0.154,0.129,579.901,580.285,1351,2778
501,159.677,1953.62,458.774,2572.18,1353,2782
502,0.316,0.182,642.857,643.483,1353,2782
503,0.191,1160.73,397.328,1558.41,1355,2786
504,0.317,3228.39,88.388,3317.2,1359,2794
505,0.288,3147.21,110.852,3258.49,1363,2802
506,0.307,4924.16,381.005,5305.59,1369,2814
507,0.434,1112.04,392.798,1505.37,1371,2818
508,0.276,1151.61,421.122,1573.11,1373,2822
509,0.273,0.083,490.818,491.34,1373,2822
510,0.167,1136.78,457.307,1594.43,1375,2826
511,0.398,5030.69,429.402,5460.66,1381,2838
512,0.461,3269.66,351.177,3621.45,1385,2846
513,1,4953.98,343.563,5298.69,1391,2858
514,517.787,2997.88,92.052,3607.89,1395,2866
515,0.295,1850.51,434.884,2285.84,1397,2870
516,0.397,0.057,553.916,554.561,1397,2870
517,0.184,1009.16,372.982,1382.43,1399,2874
518,0.095,3863.29,319.586,4183.09,1403,2882
519,0.512,0.071,596.385,597.126,1403,2882
520,0.179,1097.84,455.904,1554.09,1405,2886
521,0.273,0.138,739.97,740.507,1405,2886
522,0.122,1824.23,472.705,2297.18,1407,2890
523,0.393,978.986,399.843,1379.35,1409,2894
524,0.105,0.101,621.795,622.096,1409,2894
525,184.477,1933.08,370.603,2488.31,1411,2898
526,0.293,0.113,874.365,874.916,1411,2898
527,0.34,2924.93,101.203,3026.57,1415,2906
528,0.388,3455.35,338.915,3794.75,1420,2917
529,0.264,1096.39,383.049,1479.83,1421,2920
530,0.218,0.125,702.31,702.777,1421,2920
531,0.182,0.137,974.071,974.483,1421,2920
532,0.18,1111.59,514.585,1626.46,1423,2924
533,0.211,1060.76,586.088,1647.19,1425,2928
534,0.425,5272.49,346.549,5619.56,1431,2940
535,0.349,3431.42,79.472,3511.34,1435,2948
536,0.392,0.129,432.944,433.556,1435,2948
537,0.104,0.07,437.345,437.625,1435,2948
538,0.104,1272.26,396.154,1668.65,1436,2951
539,0.484,0.192,676.608,677.409,1436,2951
540,0.142,1273.35,441.556,1715.15,1438,2955
541,0.214,513.561,358.475,872.354,1439,2958
542,0.221,1936.88,491.819,2429.07,1441,2962
543,0.465,0.138,808.661,809.437,1441,2962
544,0.109,6862.19,424.577,7287.03,1449,2978
545,0.629,1921.92,421.884,2344.57,1451,2982
546,0.494,0.107,575.737,576.495,1451,2982
547,206.397,1264.03,433.631,1904.17,1453,2986
548,0.215,1218.23,432.22,1650.76,1455,2990
549,0.32,0.115,569.15,569.765,1455,2990
550,0.16,7361.79,363.355,7725.4,1463,3006
551,0.459,3525.41,78.629,3604.66,1467,3014
552,0.401,4114.73,146.037,4261.32,1471,3022
553,0.446,0.108,892.727,893.452,1471,3022
554,209.28,2177.84,446.57,2833.84,1473,3026
555,0.414,1152.73,450.849,1604.11,1475,3030
556,0.333,0.342,528.554,529.388,1475,3030
557,0.15,0.093,519.581,519.922,1475,3030
558,0.184,1780.48,466.206,2247,1477,3034
559,205.005,605.466,365.883,1176.5,1478,3037
560,597.373,1449.92,432.259,2479.68,1480,3041
561,0.232,4732.44,341.537,5074.32,1486,3053
562,0.218,1094.48,458.752,1553.56,1488,3057
563,0.234,1148.67,469.046,1618.09,1490,3061
564,0.216,1709.25,452.057,2161.64,1492,3065
565,2.165,1835.57,421.977,2259.82,1494,3069
566,0.675,8056.32,410.354,8467.52,1502,3085
567,1.533,2133.23,657.679,2792.61,1504,3089
568,368.543,4711.86,114.18,5194.81,1508,3097
569,0.57,0.117,993.875,994.743,1508,3097
570,0.374,0.081,753.131,753.764,1508,3097
571,0.174,0.174,727.314,727.764,1508,3097
