iteration,find_best_us,split_us,update_info_us,total_us,active_faces,n_vertices,cascade_activations,faces_created,edges_created,add_face_calls,update_info_calls
410,0.09,559.102,213.056,772.34,1066,2193,0,24,20,12,16
411,0.187,1983.11,51.197,2034.58,1072,2205,2,72,60,36,43
412,0.227,0.145,252.084,252.551,1072,2205,0,0,0,0,5
413,0.14,0.035,334.288,334.573,1072,2205,0,0,0,0,8
414,0.074,0.029,219.607,219.802,1072,2205,0,0,0,0,5
415,0.097,736.339,225.003,961.53,1074,2209,0,24,20,12,16
416,0.153,1310.39,190.983,1501.62,1078,2217,1,48,40,24,31
417,0.245,0.103,364.791,365.254,1078,2217,0,0,0,0,8
418,0.135,559.801,212.188,772.23,1080,2221,0,24,20,12,16
419,0.151,1860.33,69.052,1929.64,1084,2229,1,48,40,24,28
420,0.45,720.841,259.507,980.905,1086,2233,0,24,20,12,16
421,0.202,0.171,434.413,434.894,1086,2233,0,0,0,0,8
422,0.243,1682.11,54.681,1737.17,1090,2241,1,48,40,24,28
423,0.431,0.111,434.145,434.813,1090,2241,0,0,0,0,8
424,0.095,703.264,243.851,947.311,1092,2245,0,24,20,12,16
425,129.931,786.701,250.494,1167.26,1094,2249,0,24,20,12,16
426,0.221,1419.92,263.122,1683.37,1096,2253,0,24,20,12,16
427,0.533,0.089,501.202,501.931,1096,2253,0,0,0,0,8
428,0.284,1541.9,204.949,1747.24,1100,2261,1,48,40,24,31
429,0.193,1602.65,183.777,1786.73,1104,2269,1,48,40,24,31
430,0.222,0.065,407.48,407.867,1104,2269,0,0,0,0,8
431,140.193,1163.35,323.767,1627.51,1106,2273,0,24,20,12,16
432,0.357,0.26,414.72,415.442,1106,2273,0,0,0,0,7
433,0.109,1585.32,214.825,1800.37,1110,2281,1,48,40,24,31
434,0.198,617.847,260.168,878.306,1112,2285,0,24,20,12,16
435,128.472,1569.6,190.539,1888.73,1116,2293,1,48,40,24,31
436,0.314,0.081,393.684,394.184,1116,2293,0,0,0,0,8
437,0.053,0.068,407.383,407.627,1116,2293,0,0,0,0,8
438,0.062,0.156,384.588,384.911,1116,2293,0,0,0,0,8
439,0.142,349.402,206.162,555.818,1117,2296,0,12,12,6,9
440,0.106,1386.38,277.326,1663.96,1119,2300,0,24,20,12,16
441,0.55,762.836,296.136,1059.63,1121,2304,0,24,20,12,16
442,0.283,1670.82,50.809,1722.03,1125,2312,1,48,40,24,28
443,0.314,2185.41,58.907,2244.77,1129,2320,1,48,40,24,28
444,177.168,744.98,306.611,1228.91,1131,2324,0,24,20,12,16
445,0.231,0.158,468.137,468.647,1131,2324,0,0,0,0,6
446,0.237,0.161,370.04,370.544,1131,2324,0,0,0,0,6
447,0.12,914.543,284.841,1199.63,1133,2328,0,24,20,12,16
448,0.267,0.116,436.153,436.639,1133,2328,0,0,0,0,8
449,0.134,0.101,372.478,372.836,1133,2328,0,0,0,0,6
450,0.153,677.761,244.067,922.082,1135,2332,0,24,20,12,16
451,0.147,0.085,569.938,570.272,1135,2332,0,0,0,0,8
452,0.279,0.048,474.555,475.029,1135,2332,0,0,0,0,8
453,0.329,542.695,238.136,781.316,1136,2335,0,12,12,6,9
454,0.289,1191.4,259.274,1451.12,1138,2339,0,24,20,12,16
455,120.425,645.778,222.744,989.053,1140,2343,0,24,20,12,16
456,0.178,2211.44,64.795,2276.54,1144,2351,1,48,40,24,28
457,0.557,0.154,480.477,481.335,1144,2351,0,0,0,0,8
458,0.124,0.065,278.93,279.227,1144,2351,0,0,0,0,5
459,0.112,2471.22,223.7,2695.16,1150,2363,2,72,60,36,47
460,140.571,2672.59,188.516,3001.85,1155,2374,2,60,52,30,39
461,0.314,1399.07,190.421,1589.97,1159,2382,1,48,40,24,31
462,0.203,0.081,382.236,382.611,1159,2382,0,0,0,0,8
463,0.145,1408.29,214.955,1623.51,1163,2390,1,48,40,24,31
464,531.623,1022.53,293.248,1847.55,1165,2394,0,24,20,12,16
465,0.333,0.155,351.759,352.37,1165,2394,0,0,0,0,5
466,0.142,0.104,329.642,330.013,1165,2394,0,0,0,0,5
467,0.106,0.222,499.459,499.893,1165,2394,0,0,0,0,8
468,0.169,0.061,343.066,343.403,1165,2394,0,0,0,0,6
469,0.108,0.134,338.52,338.869,1165,2394,0,0,0,0,5
470,0.154,0.034,337.866,338.173,1165,2394,0,0,0,0,5
471,0.116,717.77,314.478,1032.48,1167,2398,0,24,20,12,16
472,0.166,673.893,299.531,973.703,1169,2402,0,24,20,12,16
473,0.152,0.08,455.31,455.647,1169,2402,0,0,0,0,8
474,0.122,793.317,298.315,1091.89,1171,2406,0,24,20,12,16
475,0.26,702.002,283.242,995.693,1173,2410,0,24,20,12,16
476,149.456,837.798,258.346,1245.74,1175,2414,0,24,20,12,16
477,0.299,0.053,278.191,278.651,1175,2414,0,0,0,0,5
478,588.873,1054.91,278.214,1922.12,1177,2418,0,24,20,12,16
479,0.35,1637.78,200.264,1838.55,1181,2426,1,48,40,24,31
480,0.208,696.7,257.1,954.113,1183,2430,0,24,20,12,16
481,0.197,765.545,266.885,1032.73,1185,2434,0,24,20,12,16
482,0.192,0.085,340.845,341.223,1185,2434,0,0,0,0,5
483,0.163,2856.15,54.297,2910.71,1190,2445,2,60,52,30,36
484,0.273,0.107,481.884,482.372,1190,2445,0,0,0,0,8
485,0.143,0.06,328.166,328.473,1190,2445,0,0,0,0,6
486,0.087,661.572,257.26,919.025,1192,2449,0,24,20,12,16
487,0.213,663.733,236.595,900.635,1194,2453,0,24,20,12,16
488,0.207,0.091,299.814,300.231,1194,2453,0,0,0,0,5
489,0.082,0.076,415.112,415.362,1194,2453,0,0,0,0,8
490,0.122,2959.12,205.872,3165.25,1200,2465,2,72,60,36,47
491,0.361,1570.85,208.767,1780.13,1204,2473,1,48,40,24,31
492,0.243,0.063,424.717,425.122,1204,2473,0,0,0,0,8
493,0.064,353.821,200.974,554.957,1205,2476,0,12,12,6,9
494,123.142,713.009,258.31,1094.57,1207,2480,0,24,20,12,16
495,96.389,667.579,262.024,1026.1,1209,2484,0,24,20,12,16
496,0.263,0.123,400.171,400.663,1209,2484,0,0,0,0,6
497,0.156,0.078,411.273,411.602,1209,2484,0,0,0,0,7
498,0.084,2167.62,60.519,2228.38,1213,2492,1,48,40,24,28
499,0.286,0.055,458.815,459.264,1213,2492,0,0,0,0,8
500,0.085,0.16,416.272,416.624,1213,2492,0,0,0,0,8
501,123.029,1622.7,59.092,1804.98,1217,2500,1,48,40,24,28
502,0.165,0.043,428.844,429.173,1217,2500,0,0,0,0,8
503,0.091,0.106,364.705,364.999,1217,2500,0,0,0,0,7
504,0.089,331.309,216.271,547.761,1218,2503,0,12,12,6,9
505,0.158,2239.05,72.846,2312.18,1222,2511,1,48,40,24,28
506,0.31,1859.24,63.079,1922.73,1226,2519,1,48,40,24,28
507,0.136,0.057,556.244,556.543,1226,2519,0,0,0,0,8
508,0.107,2461.07,60.57,2521.87,1231,2530,2,60,52,30,36
509,0.246,0.103,241.552,242.011,1231,2530,0,0,0,0,3
510,0.12,348.012,253.825,602.066,1232,2533,0,12,12,6,9
511,0.15,0.1,328.406,328.76,1232,2533,0,0,0,0,5
512,0.112,2284.22,72.97,2357.45,1236,2541,1,48,40,24,28
513,0.387,0.133,405.395,406.021,1236,2541,0,0,0,0,6
514,124.396,892.885,280.786,1298.19,1238,2545,0,24,20,12,16
515,0.272,0.2,442.939,443.514,1238,2545,0,0,0,0,7
516,0.385,0.08,190.246,190.804,1238,2545,0,0,0,0,3
517,0.172,3282.11,253.179,3535.62,1244,2557,2,72,60,36,43
518,0.389,679.063,311.931,991.486,1246,2561,0,24,20,12,16
519,0.214,2576.76,222.436,2799.52,1252,2573,2,72,60,36,47
520,0.18,1734.27,361.558,2096.15,1254,2577,0,24,20,12,16
521,0.464,0.073,639.172,639.873,1254,2577,0,0,0,0,8
522,0.117,935.083,364.806,1300.13,1256,2581,0,24,20,12,16
523,0.315,3409.01,77.672,3487.14,1262,2593,2,72,60,36,43
524,0.424,1604.61,382.046,1987.24,1264,2597,0,24,20,12,16
525,676.231,1446.78,390.598,2513.79,1266,2601,0,24,20,12,16
526,1.329,0.232,1074.92,1076.69,1266,2601,0,0,0,0,8
527,1.223,1325.09,305.111,1631.59,1268,2605,0,24,20,12,16
528,0.251,0.044,522.726,523.138,1268,2605,0,0,0,0,8
529,0.149,792.031,295.313,1087.6,1270,2609,0,24,20,12,16
530,0.224,910.178,320.175,1230.7,1272,2613,0,24,20,12,16
531,0.228,1894.15,66.382,1960.86,1276,2621,1,48,40,24,28
532,0.268,0.064,537.817,538.25,1276,2621,0,0,0,0,8
533,0.255,1238.14,290.652,1529.21,1277,2624,0,12,12,6,9
534,0.524,2983.58,272.387,3256.64,1283,2636,2,72,60,36,43
535,0.404,0.073,584.779,585.386,1283,2636,0,0,0,0,8
536,0.103,826.032,324.404,1150.64,1285,2640,0,24,20,12,16
537,0.175,4617.28,242.068,4859.67,1293,2656,3,96,80,48,62
538,0.405,779.794,283.589,1063.88,1295,2660,0,24,20,12,16
539,0.237,0.045,477.193,477.608,1295,2660,0,0,0,0,7
540,0.168,0.104,441.453,441.832,1295,2660,0,0,0,0,8
541,0.131,0.055,309.924,310.2,1295,2660,0,0,0,0,5
542,0.14,1787.3,236.564,2024.1,1299,2668,1,48,40,24,31
543,0.242,1433.66,340.407,1774.45,1301,2672,0,24,20,12,16
544,0.522,830.145,342.828,1173.64,1303,2676,0,24,20,12,16
545,0.189,0.06,483.408,483.776,1303,2676,0,0,0,0,7
546,0.126,5450.72,308.195,5759.17,1313,2696,4,120,100,60,74
547,169.435,910.679,372.972,1453.21,1315,2700,0,24,20,12,16
548,0.213,1395.72,322.522,1718.61,1317,2704,0,24,20,12,16
549,0.328,3024.75,56.665,3081.83,1323,2716,2,72,60,36,43
550,0.949,2441.16,243.131,2685.5,1326,2723,1,36,32,18,24
551,0.416,525.496,305.897,831.92,1327,2726,0,12,12,6,9
552,0.14,3176.46,74.399,3251.14,1333,2738,2,72,60,36,43
553,1.26,0.264,938.818,940.548,1333,2738,0,0,0,0,7
554,221.202,971.232,366.631,1559.19,1335,2742,0,24,20,12,16
555,0.977,4037.88,81.677,4120.71,1339,2750,1,48,40,24,28
556,0.354,2009.38,85.364,2095.2,1343,2758,1,48,40,24,28
557,0.266,1224.26,338.946,1563.6,1345,2762,0,24,20,12,16
558,0.194,2990.74,295.353,3286.42,1349,2770,1,48,40,24,31
559,168.004,2428.77,73.567,2670.49,1353,2778,1,48,40,24,28
560,158.482,947.284,356.893,1462.79,1355,2782,0,24,20,12,16
561,0.225,0.215,617.648,618.215,1355,2782,0,0,0,0,8
562,0.158,0.052,599.05,599.375,1355,2782,0,0,0,0,8
563,0.155,0.075,465.766,466.103,1355,2782,0,0,0,0,7
564,0.145,0.139,387.941,388.331,1355,2782,0,0,0,0,5
565,0.944,0.033,581.624,582.708,1355,2782,0,0,0,0,8
566,0.213,2091.02,297.223,2388.61,1359,2790,1,48,40,24,31
567,0.278,1661.57,364.376,2026.33,1361,2794,0,24,20,12,16
568,183.048,1172.3,365.739,1721.23,1363,2798,0,24,20,12,16
569,0.272,3316.86,438.224,3755.49,1367,2806,1,48,40,24,31
570,0.385,0.069,627.558,628.118,1367,2806,0,0,0,0,8
571,0.162,3562.69,75.486,3638.48,1373,2818,2,72,60,36,43
572,0.156,1026.19,368.899,1395.37,1375,2822,0,24,20,12,16
573,162.571,1190.17,364.985,1717.87,1377,2826,0,24,20,12,16
574,0.165,1006.29,359.252,1365.83,1379,2830,0,24,20,12,16
575,0.179,538.163,292.221,830.684,1380,2833,0,12,12,6,9
576,0.187,1006.32,393.884,1400.54,1382,2837,0,24,20,12,16
577,0.299,1001,342.603,1344.03,1384,2841,0,24,20,12,16
578,0.274,2394.87,92.709,2487.95,1388,2849,1,48,40,24,28
579,0.274,0.187,629.177,629.743,1388,2849,0,0,0,0,8
580,0.156,3084.1,67.388,3151.79,1392,2857,1,48,40,24,28
581,212.977,796.442,330.888,1340.53,1394,2861,0,24,20,12,16
582,0.239,1683.65,66.648,1750.63,1398,2869,1,48,40,24,28
583,0.125,358.49,240.415,599.127,1399,2872,0,12,12,6,9
584,0.179,0.129,509.284,509.714,1399,2872,0,0,0,0,8
585,0.135,766.67,276.767,1043.69,1401,2876,0,24,20,12,16
586,0.18,1504.19,439.297,1943.83,1403,2880,0,24,20,12,16
587,0.461,978.521,389.176,1368.28,1405,2884,0,24,20,12,16
588,0.261,2289.36,278.565,2568.34,1409,2892,1,48,40,24,31
589,0.361,992.028,412.131,1404.67,1411,2896,0,24,20,12,16
590,0.249,4488.08,79.368,4567.89,1417,2908,2,72,60,36,43
591,0.395,868.915,377.506,1246.97,1419,2912,0,24,20,12,16
592,0.24,0.066,564.594,565.005,1419,2912,0,0,0,0,7
593,0.125,0.123,407.923,408.266,1419,2912,0,0,0,0,5
594,0.144,871.656,382.593,1254.54,1421,2916,0,24,20,12,16
595,0.211,805.42,406.595,1212.38,1423,2920,0,24,20,12,16
596,0.224,854.074,339.535,1193.95,1425,2924,0,24,20,12,16
597,0.264,6808.05,621.991,7430.45,1431,2936,2,72,60,36,47
598,0.609,2849.87,74.915,2925.52,1435,2944,1,48,40,24,28
599,0.337,2245.1,77.907,2323.46,1439,2952,1,48,40,24,28
600,1.113,0.238,1192.16,1193.74,1439,2952,0,0,0,0,8
601,553.863,1253.9,356.004,2163.94,1441,2956,0,24,20,12,16
602,0.351,0.178,669.334,669.961,1441,2956,0,0,0,0,8
603,0.182,0.059,549.544,549.876,1441,2956,0,0,0,0,6
604,0.189,455.431,277.414,733.187,1442,2959,0,12,12,6,9
605,163.747,1042.93,316.956,1523.78,1444,2963,0,24,20,12,16
606,151.586,916.134,381.76,1449.6,1446,2967,0,24,20,12,16
607,153.506,987.945,308.07,1449.63,1448,2971,0,24,20,12,16
608,0.163,822.161,363.736,1186.15,1450,2975,0,24,20,12,16
609,0.233,2888.13,70.166,2958.63,1454,2983,1,48,40,24,28
610,0.345,1887.15,259.16,2146.78,1458,2991,1,48,40,24,31
611,0.218,0.16,395.449,395.934,1458,2991,0,0,0,0,5
612,0.161,0.058,283.675,283.976,1458,2991,0,0,0,0,4
613,153.588,1967.26,68.685,2189.64,1462,2999,1,48,40,24,28
614,0.235,0.156,388.549,389.034,1462,2999,0,0,0,0,5
615,0.135,3081.24,292.929,3374.41,1466,3007,1,48,40,24,31
616,0.369,936.011,349.845,1286.33,1468,3011,0,24,20,12,16
617,0.196,0.115,540.984,541.39,1468,3011,0,0,0,0,8
618,0.056,849.975,379.196,1229.33,1470,3015,0,24,20,12,16
619,0.265,831.868,403.407,1235.63,1472,3019,0,24,20,12,16
620,0.154,2100.97,273.711,2374.97,1476,3027,1,48,40,24,31
621,0.241,1647.38,336.178,1983.92,1478,3031,0,24,20,12,16
622,0.368,0.13,541.257,541.854,1478,3031,0,0,0,0,8
623,0.147,2345.11,79.238,2424.63,1482,3039,1,48,40,24,28
624,0.258,0.15,377.845,378.363,1482,3039,0,0,0,0,4
625,0.135,0.112,629.117,629.456,1482,3039,0,0,0,0,8
626,0.215,0.103,534.716,535.123,1482,3039,0,0,0,0,8
627,0.133,3296.38,298.515,3595.11,1488,3051,2,72,60,36,47
628,0.379,0.111,619.18,619.775,1488,3051,0,0,0,0,8
629,304.159,1195.12,342.375,1841.83,1490,3055,0,24,20,12,16
630,0.15,3733.07,262.977,3996.3,1494,3063,1,48,40,24,31
631,0.372,0.044,352.771,353.27,1494,3063,0,0,0,0,5
632,0.141,769.661,293.951,1063.84,1496,3067,0,24,20,12,16
633,0.143,0.116,359.317,359.661,1496,3067,0,0,0,0,5
634,0.14,2118.6,303.618,2422.45,1500,3075,1,48,40,24,31
635,0.286,0.088,506.714,507.175,1500,3075,0,0,0,0,7
636,0.112,3007.05,280.748,3288,1504,3083,1,48,40,24,31
637,0.579,0.145,798.177,799.009,1504,3083,0,0,0,0,8
638,0.202,608.112,326.096,934.538,1505,3086,0,12,12,6,9
639,188.637,1357,382.326,1928.12,1507,3090,0,24,20,12,16
640,188.963,1238.51,440.083,1867.72,1509,3094,0,24,20,12,16
641,1.149,0.245,1541.91,1543.49,1509,3094,0,0,0,0,8
642,1.002,1064.26,350.032,1415.51,1510,3097,0,12,12,6,9
643,0.269,1024.44,451.392,1476.22,1512,3101,0,24,20,12,16
644,0.282,3517.21,86.336,3603.93,1516,3109,1,48,40,24,28
645,0.428,3559.58,371.728,3931.84,1521,3120,2,60,52,30,40
646,0.21,0.151,509.966,510.428,1521,3120,0,0,0,0,5
647,0.124,2861.18,331.615,3193.03,1525,3128,1,48,40,24,31
648,0.309,0.089,402.39,402.925,1525,3128,0,0,0,0,4
649,0.171,3707.25,100.769,3808.32,1529,3136,1,48,40,24,28
650,0.518,2773.77,112.133,2886.55,1533,3144,1,48,40,24,28
651,0.239,557.821,330.406,888.57,1534,3147,0,12,12,6,9
652,0.177,1175.31,528.78,1704.43,1536,3151,0,24,20,12,16
653,0.34,0.162,534.859,535.462,1536,3151,0,0,0,0,6
654,660.645,1263.27,464.067,2388.13,1538,3155,0,24,20,12,16
655,0.326,3344.24,379.776,3724.45,1543,3166,2,60,52,30,40
656,1.15,1324.13,441.565,1767.02,1544,3169,0,12,12,6,9
657,0.258,0.051,755.302,755.72,1544,3169,0,0,0,0,8
658,0.182,1326.62,383.473,1710.41,1546,3173,0,24,20,12,16
659,0.983,5496.8,400.291,5898.28,1551,3184,2,60,52,30,40
660,0.417,0.072,769.358,769.98,1551,3184,0,0,0,0,7
661,1.034,0.278,1183.97,1185.48,1551,3184,0,0,0,0,5
662,0.296,0.169,760.578,761.17,1551,3184,0,0,0,0,8
663,0.241,0.094,516.813,517.263,1551,3184,0,0,0,0,5
664,1.202,0.442,898.843,900.677,1551,3184,0,0,0,0,4
665,1.025,2934.18,355.222,3290.62,1555,3192,1,48,40,24,31
666,0.871,4048.29,406.083,4455.46,1561,3204,2,72,60,36,47
667,0.421,0.182,674.774,675.499,1561,3204,0,0,0,0,7
668,0.189,2928.65,353.281,3282.25,1565,3212,1,48,40,24,31
669,0.261,3322.38,374.586,3697.32,1571,3224,2,72,60,36,47
670,0.283,0.125,447.282,447.823,1571,3224,0,0,0,0,4
671,0.266,909.038,336.454,1245.86,1573,3228,0,24,20,12,16
672,0.191,1073.85,455.203,1529.34,1575,3232,0,24,20,12,16
673,0.274,0.105,651.536,652.018,1575,3232,0,0,0,0,8
674,0.105,0.108,443.265,443.567,1575,3232,0,0,0,0,5
675,0.148,3190.87,325.32,3516.44,1579,3240,1,48,40,24,31
676,182.389,1032.8,367.174,1582.48,1581,3244,0,24,20,12,16
677,1.307,1951.33,484.636,2437.46,1583,3248,0,24,20,12,16
678,0.362,0.076,916.863,917.458,1583,3248,0,0,0,0,8
679,0.361,0.114,650.283,650.945,1583,3248,0,0,0,0,7
680,0.297,1210.68,422.137,1633.25,1585,3252,0,24,20,12,16
681,0.22,0.11,886.069,886.502,1585,3252,0,0,0,0,8
682,0.27,0.107,856.651,857.138,1585,3252,0,0,0,0,7
683,0.456,0.198,894.962,895.719,1585,3252,0,0,0,0,8
684,0.136,0.159,887.683,888.121,1585,3252,0,0,0,0,8
685,0.316,3136.63,82.833,3219.94,1589,3260,1,48,40,24,28
686,0.14,1090.71,459.309,1550.27,1591,3264,0,24,20,12,16
687,0.196,1168.53,425.588,1594.41,1593,3268,0,24,20,12,16
688,0.233,0.18,795.822,796.336,1593,3268,0,0,0,0,8
689,0.161,0.165,519.401,519.829,1593,3268,0,0,0,0,5
690,0.168,0.209,471.563,472.042,1593,3268,0,0,0,0,5
691,0.167,0.115,765.005,765.388,1593,3268,0,0,0,0,8
692,0.182,1200.66,499.356,1700.33,1595,3272,0,24,20,12,16
693,0.227,0.263,713.408,714,1595,3272,0,0,0,0,8
694,0.167,2782.39,89.275,2871.95,1599,3280,1,48,40,24,28
695,0.247,6346.17,356.123,6702.65,1607,3296,3,96,80,48,62
696,0.623,4522.48,412.35,4935.56,1613,3308,2,72,60,36,47
697,0.388,5397.94,407.715,5806.15,1619,3320,2,72,60,36,47
698,0.422,0.094,547.785,548.42,1619,3320,0,0,0,0,5
699,0.159,0.066,416.696,417.023,1619,3320,0,0,0,0,4
700,1.094,3997.2,810.346,4808.98,1623,3328,1,48,40,24,31
701,0.607,1570.91,596.603,2168.23,1625,3332,0,24,20,12,16
702,0.467,4584.75,522.477,5107.8,1629,3340,1,48,40,24,31
703,0.407,0.171,783.94,784.644,1629,3340,0,0,0,0,5
704,0.317,1276.06,509.038,1785.52,1631,3344,0,24,20,12,16
705,0.325,640.09,385.08,1025.61,1632,3347,0,12,12,6,9
706,189.431,3273.59,428.556,3891.74,1636,3355,1,48,40,24,31
707,0.186,2079.56,379.81,2459.66,1639,3362,1,36,32,18,24
708,1.08,0.164,1226.04,1227.47,1639,3362,0,0,0,0,6
709,0.164,1338.24,508.168,1846.69,1641,3366,0,24,20,12,16
710,0.29,2628.96,400.568,3029.99,1645,3374,1,48,40,24,31
711,0.29,0.172,719.751,720.385,1645,3374,0,0,0,0,5
712,0.266,1251.42,454.789,1706.58,1647,3378,0,24,20,12,16
713,0.214,0.065,682.82,683.219,1647,3378,0,0,0,0,7
714,0.224,1865.76,665.559,2531.68,1649,3382,0,24,20,12,16
715,0.539,0.073,608.967,609.676,1649,3382,0,0,0,0,5
716,0.196,1155.28,407.039,1562.62,1651,3386,0,24,20,12,16
717,0.195,0.091,861.71,862.145,1651,3386,0,0,0,0,8
718,0.205,1162.53,387.144,1549.98,1653,3390,0,24,20,12,16
719,0.315,0.123,826.455,827.022,1653,3390,0,0,0,0,8
720,0.228,669.888,336.325,1006.54,1654,3393,0,12,12,6,9
721,0.175,985.33,434.608,1420.2,1656,3397,0,24,20,12,16
722,0.22,0.142,770.524,770.978,1656,3397,0,0,0,0,7
723,0.215,6507.13,382.192,6889.64,1663,3412,3,84,72,42,55
724,0.479,0.082,828.561,829.226,1663,3412,0,0,0,0,5
725,0.321,1518.29,488.005,2006.72,1665,3416,0,24,20,12,16
726,237.814,1695.14,489.283,2422.38,1667,3420,0,24,20,12,16
727,0.302,0.062,1077.37,1077.84,1667,3420,0,0,0,0,8
728,0.541,0.113,452.686,453.441,1667,3420,0,0,0,0,4
729,224.209,1246.83,499.183,1970.36,1669,3424,0,24,20,12,16
730,0.299,6864.53,479.913,7344.86,1675,3436,2,72,60,36,47
731,0.418,659.828,380.559,1040.91,1676,3439,0,12,12,6,9
732,0.222,0.183,858.712,859.242,1676,3439,0,0,0,0,8
733,0.219,4621.99,392.358,5014.68,1682,3451,2,72,60,36,47
734,0.386,0.158,937.504,938.207,1682,3451,0,0,0,0,8
735,0.33,3989.81,107.885,4098.14,1686,3459,1,48,40,24,28
736,0.374,1347.8,533.344,1881.67,1688,3463,0,24,20,12,16
737,0.285,5227.47,410.686,5638.56,1695,3478,3,84,72,42,52
738,0.279,615.342,419.583,1035.38,1696,3481,0,12,12,6,9
739,0.255,4358.84,333.31,4692.5,1702,3493,2,72,60,36,47
740,0.384,1002.43,500.712,1503.63,1704,3497,0,24,20,12,16
741,0.261,0.084,778.059,778.513,1704,3497,0,0,0,0,8
742,0.292,534.077,356.684,891.14,1705,3500,0,12,12,6,9
743,0.301,1358.8,366.925,1726.13,1707,3504,0,24,20,12,16
744,0.219,0.032,683.074,683.409,1707,3504,0,0,0,0,8
745,0.26,1120,415.798,1536.14,1709,3508,0,24,20,12,16
746,0.206,3608.87,109.137,3718.3,1713,3516,1,48,40,24,28
747,0.412,1039.54,483.602,1523.64,1715,3520,0,24,20,12,16
748,0.142,0.113,607.252,607.595,1715,3520,0,0,0,0,7
749,0.096,1091.38,504.605,1596.19,1717,3524,0,24,20,12,16
750,0.231,0.124,499.346,499.794,1717,3524,0,0,0,0,5
751,0.184,7300.91,393.036,7694.23,1727,3544,4,120,100,60,74
752,0.253,0.082,908.215,908.638,1727,3544,0,0,0,0,8
753,0.184,4104.91,330.02,4435.22,1733,3556,2,72,60,36,47
754,0.217,638.006,338.945,977.303,1734,3559,0,12,12,6,9
755,655.853,3432.48,107.784,4196.26,1738,3567,1,48,40,24,28
756,0.294,1099.62,444.84,1544.88,1740,3571,0,24,20,12,16
757,0.178,0.078,707.04,707.403,1740,3571,0,0,0,0,8
758,0.055,2638.43,380.585,3019.16,1744,3579,1,48,40,24,31
759,191.495,3442.95,886.142,4520.81,1748,3587,1,48,40,24,31
760,0.55,3633.01,407.48,4041.17,1752,3595,1,48,40,24,31
761,0.394,1713.06,564.235,2277.83,1754,3599,0,24,20,12,16
762,0.24,3761.5,149.582,3911.44,1758,3607,1,48,40,24,28
763,0.481,3546.75,99.502,3646.87,1762,3615,1,48,40,24,28
764,0.387,2930.41,434.423,3365.33,1766,3623,1,48,40,24,31
765,0.271,3017.53,428.515,3446.42,1770,3631,1,48,40,24,31
766,0.252,1551.13,479.213,2030.73,1772,3635,0,24,20,12,16
767,0.297,7215.38,569.327,7785.11,1778,3647,2,72,60,36,47
768,0.425,0.25,706.627,707.483,1778,3647,0,0,0,0,5
769,0.24,1259.63,533.364,1793.4,1780,3651,0,24,20,12,16
770,0.249,3517.61,110.926,3628.94,1784,3659,1,48,40,24,28
771,0.289,1457.27,579.922,2037.6,1786,3663,0,24,20,12,16
772,0.296,4899.47,145.294,5045.19,1790,3671,1,48,40,24,28
773,0.536,8142.41,431.532,8574.59,1798,3687,3,96,80,48,62
774,0.634,0.154,975.271,976.162,1798,3687,0,0,0,0,8
775,0.185,0.07,577.807,578.177,1798,3687,0,0,0,0,4
776,0.262,4158.13,469.431,4627.92,1802,3695,1,48,40,24,31
777,0.91,0.071,1277.54,1278.73,1802,3695,0,0,0,0,5
778,0.311,4286.41,458.514,4745.38,1806,3703,1,48,40,24,31
779,0.365,6224.13,555.69,6780.29,1812,3715,2,72,60,36,47
780,0.267,8605.31,684.169,9289.87,1820,3731,3,96,80,48,62
781,1.144,2255.12,685.695,2942.16,1822,3735,0,24,20,12,16
782,0.331,0.152,807.402,807.989,1822,3735,0,0,0,0,8
783,0.214,4066.73,222.461,4289.53,1826,3743,1,48,40,24,28
784,0.613,1796.54,722.312,2519.57,1828,3747,0,24,20,12,16
785,0.316,6054.91,440.318,6495.69,1834,3759,2,72,60,36,47
786,0.359,653.857,383.834,1038.15,1835,3762,0,12,12,6,9
787,0.194,0.164,1142.19,1142.65,1835,3762,0,0,0,0,8
788,0.208,2836.2,98.591,2935.13,1839,3770,1,48,40,24,28
789,0.135,0.316,890.587,891.14,1839,3770,0,0,0,0,8
790,0.138,2046.09,553.066,2599.42,1841,3774,0,24,20,12,16
791,231.545,4619.73,431.274,5282.71,1845,3782,1,48,40,24,31
792,0.421,4881.05,102.554,4984.16,1851,3794,2,72,60,36,40
793,0.229,5488.54,422.351,5911.23,1855,3802,1,48,40,24,31
794,0.484,2644.2,531.741,3176.54,1857,3806,0,24,20,12,16
795,0.275,3222.18,492.487,3715.09,1861,3814,1,48,40,24,31
796,0.179,0.139,505.489,505.93,1861,3814,0,0,0,0,4
797,0.096,1576,519.38,2095.59,1863,3818,0,24,20,12,16
798,0.18,0.134,781.98,782.398,1863,3818,0,0,0,0,5
799,0.183,4163.86,460.118,4624.3,1867,3826,1,48,40,24,31
800,1.051,2086.51,494.302,2582.03,1869,3830,0,24,20,12,16
801,0.207,0.226,754.161,754.687,1869,3830,0,0,0,0,7
802,0.14,3383.11,125.688,3509.03,1873,3838,1,48,40,24,28
803,0.234,0.14,875.81,876.279,1873,3838,0,0,0,0,8
804,0.156,1307.41,490.688,1798.42,1875,3842,0,24,20,12,16
805,0.184,4247.99,191.4,4439.72,1879,3850,1,48,40,24,28
806,1.016,1958.06,522.844,2482.13,1881,3854,0,24,20,12,16
