iteration,find_best_us,split_us,update_info_us,total_us,active_faces,n_vertices,cascade_activations,faces_created,edges_created,add_face_calls,update_info_calls
13800,0.112,462.452,11.596,474.249,108575,217568,6,168,140,84,100
13801,0.111,433.039,6.444,439.68,108595,217608,9,240,200,120,143
13802,0.113,111.682,0.347,112.219,108599,217616,1,48,40,24,28
13803,0.05,179.246,0.511,179.884,108605,217628,2,72,60,36,43
13804,0.096,0.061,16.11,16.356,108605,217628,0,0,0,0,5
13805,0.046,106.585,8.355,115.071,108609,217636,1,48,40,24,31
13806,0.05,200.511,13.018,213.666,108617,217652,3,96,80,48,55
13807,0.05,125.224,7.699,133.061,108625,217668,3,96,80,48,59
13808,0.149,399.308,10.552,410.101,108641,217700,7,192,160,96,113
13809,31850.4,111.844,44.988,32007.4,108643,217704,0,24,20,12,16
13810,0.205,293.776,7.655,301.712,108651,217720,3,96,80,48,62
13811,0.233,90.322,9.16,99.796,108655,217728,1,48,40,24,31
13812,0.048,352.125,5.71,357.969,108675,217768,9,240,200,120,143
13813,0.219,104.414,13.848,118.558,108679,217776,1,48,40,24,31
13814,0.112,144.73,0.572,145.488,108683,217784,1,48,40,24,28
13815,0.097,0.066,19.366,19.609,108683,217784,0,0,0,0,8
13816,0.045,0.029,32.706,32.861,108683,217784,0,0,0,0,8
13817,0.308,62.129,28.852,91.392,108685,217788,0,24,20,12,16
13818,28151.7,143.927,42.028,28337.8,108687,217792,0,24,20,12,16
13819,0.493,269.012,20.397,290.001,108693,217804,2,72,60,36,43
13820,0.38,314.303,14.43,329.213,108699,217816,2,72,60,36,47
13821,30093.1,252.086,1.016,30346.4,108703,217824,1,48,40,24,28
13822,0.276,178.302,19.806,198.563,108707,217832,1,48,40,24,31
13823,0.052,341.612,14.478,356.243,108715,217848,3,96,80,48,62
13824,0.056,510.893,13.149,524.19,108731,217880,7,192,160,96,113
13825,0.126,228.426,0.655,229.286,108739,217896,3,96,80,48,55
13826,0.211,321.407,10.993,332.709,108749,217916,4,120,100,60,74
13827,0.061,297.178,11.273,308.608,108757,217932,3,96,80,48,62
13828,0.299,474.047,12.995,487.44,108773,217964,7,192,160,96,113
13829,0.183,199.633,9.777,209.691,108785,217988,5,144,120,72,86
13830,31012.2,125.607,46.918,31184.9,108787,217992,0,24,20,12,16
13831,30042.2,154.488,50.236,30247,108789,217996,0,24,20,12,16
13832,0.414,222.221,7.143,229.873,108795,218008,2,72,60,36,47
13833,0.051,89.035,0.374,89.541,108799,218016,1,48,40,24,28
13834,0.051,221.375,9.263,230.776,108813,218044,6,168,140,84,98
13835,0.246,223.255,21.494,245.074,108819,218056,2,72,60,36,47
13836,0.051,226.918,0.401,227.45,108827,218072,3,96,80,48,55
13837,0.052,208.629,14.522,223.296,108835,218088,3,96,80,48,58
13838,0.051,301.25,8.86,310.247,108845,218108,4,120,100,60,77
13839,0.125,157.335,10.065,167.62,108851,218120,2,72,60,36,47
13840,0.051,159.03,0.424,159.585,108857,218132,2,72,60,36,40
13841,0.051,197.318,8.569,206.031,108865,218148,3,96,80,48,62
13842,0.109,101.981,9.376,111.558,108871,218160,2,72,60,36,47
13843,0.189,229.874,11.105,241.265,108881,218180,4,120,100,60,77
13844,0.051,104.452,25.368,129.964,108887,218192,2,72,60,36,47
13845,0.052,67.427,5.51,73.081,108891,218200,1,48,40,24,31
13846,0.051,149.691,6.449,156.284,108899,218216,3,96,80,48,58
13847,0.192,192.051,6.281,198.609,108909,218236,4,120,100,60,74
13848,0.051,152.634,7.81,160.593,108919,218256,4,120,100,60,74
13849,0.052,136.121,8.485,144.737,108929,218276,4,120,100,60,74
13850,0.246,84.116,50.578,135.041,108931,218280,0,24,20,12,16
13851,0.08,185.055,11.6,196.824,108937,218292,2,72,60,36,47
13852,0.42,234.155,11.317,245.99,108943,218304,2,72,60,36,47
13853,0.198,324.932,12.451,337.678,108951,218320,3,96,80,48,62
13854,0.051,383.334,15.42,398.91,108964,218347,6,156,132,78,94
13855,0.079,248.595,0.49,249.245,108973,218366,4,108,92,54,63
13856,32343.7,132.669,38.99,32515.5,108975,218370,0,24,20,12,16
13857,0.256,332.627,0.618,333.579,108985,218390,4,120,100,60,70
13858,0.095,719.895,8.7,728.776,109011,218442,12,312,260,156,185
13859,0.435,211.983,8.116,220.627,109021,218462,4,120,100,60,73
13860,0.152,163.834,0.343,164.408,109031,218482,4,120,100,60,70
13861,0.05,144.705,7.248,152.097,109041,218502,4,120,100,60,73
13862,0.175,146.692,0.32,147.263,109051,218522,4,120,100,60,70
13863,0.049,124.869,4.592,129.589,109061,218542,4,120,100,60,73
13864,0.044,166.457,5.874,172.446,109077,218574,7,192,160,96,116
13865,0.044,133.119,7.931,141.181,109091,218602,6,168,140,84,101
13866,0.057,555.024,0.341,555.496,109121,218662,14,360,300,180,205
13867,0.389,97.266,4.952,102.677,109131,218682,4,120,100,60,70
13868,0.045,98.641,0.357,99.109,109141,218702,4,120,100,60,70
13869,0.044,147.901,5.456,153.478,109157,218734,7,192,160,96,113
13870,0.046,750.366,15.407,765.905,109189,218798,15,384,320,192,224
13871,0.561,826.242,9.782,836.684,109211,218842,10,264,220,132,158
13872,0.568,531.558,8.687,540.908,109225,218870,6,168,140,84,101
13873,30144.8,487.296,6.085,30638.4,109229,218878,1,48,40,24,28
13874,0.626,195.473,0.457,196.637,109239,218898,4,120,100,60,70
13875,0.062,257.821,8.906,266.884,109255,218930,7,192,160,96,119
13876,0.073,346.381,5.975,352.518,109279,218978,11,288,240,144,170
13877,0.206,167.774,0.372,168.433,109291,219002,5,144,120,72,82
13878,0.054,323.891,6.649,330.687,109317,219054,12,312,260,156,178
13879,0.228,134.487,0.369,135.163,109327,219074,4,120,100,60,70
13880,0.135,130.787,5.22,136.234,109337,219094,4,120,100,60,70
13881,0.05,132.594,0.46,133.194,109347,219114,4,120,100,60,70
13882,0.051,353.398,6.175,359.717,109377,219174,14,360,300,180,209
13883,0.521,401.823,0.486,402.911,109390,219201,6,156,132,78,90
13884,0.051,438.857,7.63,446.631,109411,219244,10,252,212,126,148
13885,0.361,246.054,6.885,253.403,109425,219272,6,168,140,84,104
13886,0.083,1056.65,8.265,1065.09,109449,219320,11,288,240,144,166
13887,0.682,363.974,0.392,365.128,109459,219340,4,120,100,60,70
13888,0.391,436.123,7.55,444.194,109469,219360,4,120,100,60,73
13889,0.562,223.969,0.3,224.905,109479,219380,4,120,100,60,70
13890,0.073,621.283,9.804,631.259,109495,219412,7,192,160,96,116
13891,0.549,304.686,9.619,314.943,109499,219420,1,48,40,24,31
13892,0.55,621.308,0.358,622.302,109521,219464,10,264,220,132,151
13893,29581.8,393.557,0.548,29976,109529,219480,3,96,80,48,55
13894,0.509,155.639,6.691,162.914,109539,219500,4,120,100,60,70
13895,0.045,317.13,7.958,325.211,109565,219552,12,312,260,156,185
13896,1.368,681.804,6.967,690.327,109605,219632,19,480,400,240,278
13897,1.289,353.348,8.427,363.228,109619,219660,6,168,140,84,101
13898,1.584,330.647,7.32,339.718,109633,219688,6,168,140,84,98
13899,1.301,309.533,9.432,320.457,109647,219716,6,168,140,84,94
13900,1.539,266.245,0.462,268.403,109657,219736,4,120,100,60,70
13901,0.144,118.555,6.868,125.688,109667,219756,4,120,100,60,70
13902,0.058,194.518,7.993,202.671,109683,219788,7,192,160,96,113
13903,0.093,46.972,0.378,47.523,109687,219796,1,48,40,24,28
13904,0.052,409.935,5.546,415.626,109713,219848,12,312,260,156,178
13905,0.145,152.664,0.374,153.262,109723,219868,4,120,100,60,70
13906,0.054,561.16,13.077,574.376,109739,219900,7,192,160,96,116
13907,1.033,620.467,15.558,637.15,109751,219924,5,144,120,72,85
13908,0.518,749.381,16.399,766.418,109767,219956,7,192,160,96,119
13909,0.539,604.08,10.697,615.407,109785,219992,8,216,180,108,128
13910,34582.2,248.25,24.705,34855.3,109789,220000,1,48,40,24,31
13911,0.427,562.362,7.365,570.248,109819,220060,14,360,300,180,209
13912,0.513,190.84,17.28,208.731,109823,220068,1,48,40,24,31
13913,1.522,83.993,0.897,86.491,109826,220075,1,36,32,18,21
13914,0.083,153.854,0.365,154.382,109831,220086,2,60,52,30,34
13915,0.257,312.336,9.419,322.109,109841,220106,4,120,100,60,71
13916,0.213,735.546,10.035,745.89,109865,220154,11,288,240,144,167
13917,0.053,158.696,13.656,172.509,109869,220162,1,48,40,24,31
13918,0.26,548.675,6.794,555.814,109903,220230,16,408,340,204,239
13919,0.129,181.087,7.472,188.781,109917,220258,6,168,140,84,104
13920,0.051,174.401,0.454,174.994,109931,220286,6,168,140,84,100
13921,30763.4,217.403,16.704,30997.7,109935,220294,1,48,40,24,31
13922,0.544,160.554,7.701,168.878,109945,220314,4,120,100,60,70
13923,0.111,0.096,44.878,45.165,109945,220314,0,0,0,0,5
13924,0.342,463.401,13.799,477.624,109959,220342,6,168,140,84,98
13925,0.114,163.715,8.149,172.058,109967,220358,3,96,80,48,59
13926,0.128,176.524,11.133,187.862,109973,220370,2,72,60,36,47
13927,0.101,185.269,0.555,186.001,109979,220382,2,72,60,36,43
13928,0.072,300.748,11.153,312.052,109990,220405,5,132,112,66,79
13929,0.16,469.927,7.393,477.548,110006,220437,7,192,160,96,119
13930,0.225,0.134,33.093,33.553,110006,220437,0,0,0,0,8
13931,0.293,329.423,5.655,335.447,110019,220464,6,156,132,78,94
13932,0.272,215.846,0.64,216.834,110025,220476,2,72,60,36,43
13933,0.1,168.448,9.78,178.404,110033,220492,3,96,80,48,58
13934,0.128,203.164,8.052,211.42,110047,220520,6,168,140,84,98
13935,0.093,225.053,0.365,225.581,110055,220536,3,96,80,48,55
13936,0.304,229.509,10.69,240.58,110061,220548,2,72,60,36,47
13937,0.044,134.701,0.621,135.437,110065,220556,1,48,40,24,28
13938,0.249,106.816,0.352,107.486,110069,220564,1,48,40,24,28
13939,0.301,71.939,24.401,96.725,110071,220568,0,24,20,12,16
13940,28495.2,219.528,0.871,28715.8,110074,220575,1,36,32,18,21
13941,0.414,372.717,14.463,387.702,110084,220595,4,120,100,60,74
13942,0.25,331.489,11.09,342.93,110094,220615,4,120,100,60,74
13943,0.115,87.286,6.686,94.181,110098,220623,1,48,40,24,31
13944,0.125,161.357,14.28,175.862,110106,220639,3,96,80,48,59
13945,0.132,0.044,29.403,29.687,110106,220639,0,0,0,0,7
13946,0.06,488.86,6.711,495.736,110128,220683,10,264,220,132,155
13947,0.305,84.034,7.24,91.674,110132,220691,1,48,40,24,31
13948,31782.5,229.413,18.044,32030.2,110136,220699,1,48,40,24,31
13949,0.402,317,8.107,325.602,110154,220735,8,216,180,108,128
13950,0.071,351.013,6.218,357.372,110178,220783,11,288,240,144,173
13951,0.182,236.678,6.789,243.725,110202,220831,11,288,240,144,167
13952,0.044,63.018,26.145,89.463,110204,220835,0,24,20,12,16
13953,0.044,262,17.231,279.351,110214,220855,4,120,100,60,74
13954,0.165,319.105,11.697,331.043,110224,220875,4,120,100,60,74
13955,0.097,370.119,11.832,382.128,110240,220907,7,192,160,96,113
13956,0.144,67.077,10.535,77.833,110244,220915,1,48,40,24,31
13957,0.045,410.6,7.723,418.443,110268,220963,11,288,240,144,167
13958,28460,115.066,41.671,28616.9,110270,220967,0,24,20,12,16
13959,0.352,407.251,11.323,419.002,110292,221011,10,264,220,132,155
13960,0.43,482.391,5.792,488.694,110310,221047,8,216,180,108,131
13961,0.203,203.619,6.093,209.995,110320,221067,4,120,100,60,73
13962,27515.2,109.548,41.848,27666.8,110322,221071,0,24,20,12,16
13963,0.237,292.607,12.877,305.798,110330,221087,3,96,80,48,59
13964,0.332,196.602,9.884,206.898,110340,221107,4,120,100,60,74
13965,29378,140.162,49.636,29568,110342,221111,0,24,20,12,16
13966,0.534,217.35,10.91,228.905,110350,221127,3,96,80,48,59
13967,0.187,93.943,0.553,94.791,110354,221135,1,48,40,24,28
13968,0.085,297.22,7.812,305.237,110366,221159,5,144,120,72,85
13969,28832.7,129.469,45.834,29008.2,110368,221163,0,24,20,12,16
13970,0.233,261.169,0.349,261.849,110378,221183,4,120,100,60,70
13971,0.079,142.179,5.99,148.341,110388,221203,4,120,100,60,70
13972,0.194,128.897,0.366,129.537,110398,221223,4,120,100,60,70
13973,0.051,120.022,5.396,125.554,110408,221243,4,120,100,60,70
13974,0.05,269.568,13.868,283.58,110414,221255,2,72,60,36,47
13975,0.259,163.187,16.699,180.242,110418,221263,1,48,40,24,31
13976,0.154,268.528,9.131,277.906,110426,221279,3,96,80,48,62
13977,0.051,78.524,9.824,88.492,110430,221287,1,48,40,24,31
13978,0.05,283.955,0.358,284.442,110440,221307,4,120,100,60,73
13979,0.23,179.466,8.395,188.189,110446,221319,2,72,60,36,47
13980,0.151,390.3,13.6,404.147,110456,221339,4,120,100,60,74
13981,0.052,202.302,11.977,214.452,110464,221355,3,96,80,48,59
13982,0.053,0.057,27.475,27.685,110464,221355,0,0,0,0,7
13983,0.274,174.357,0.573,175.292,110468,221363,1,48,40,24,28
13984,0.115,485.327,12.151,497.685,110482,221391,6,168,140,84,101
13985,0.052,100.985,0.396,101.523,110486,221399,1,48,40,24,28
13986,0.05,343.634,11.46,355.246,110500,221427,6,168,140,84,101
13987,0.052,86.002,0.401,86.535,110504,221435,1,48,40,24,28
13988,0.188,491.392,12.382,504.059,110520,221467,7,192,160,96,116
13989,0.38,451.878,10.294,462.641,110536,221499,7,192,160,96,119
13990,0.051,142.655,9.217,152.025,110544,221515,3,96,80,48,62
13991,0.061,417.234,9.357,426.748,110554,221535,4,120,100,60,74
13992,0.187,0.122,41.227,41.637,110554,221535,0,0,0,0,8
13993,0.228,127.21,14.115,141.654,110558,221543,1,48,40,24,31
13994,0.245,518.021,9.785,528.149,110570,221567,5,144,120,72,92
13995,0.104,237.482,10.644,248.316,110578,221583,3,96,80,48,58
13996,0.21,0.245,56.127,56.681,110578,221583,0,0,0,0,6
13997,0.474,461.644,0.54,462.807,110582,221591,1,48,40,24,28
13998,0.867,83.2,33.239,117.404,110584,221595,0,24,20,12,16
13999,0.412,944.344,14.388,959.241,110600,221627,7,192,160,96,119
14000,0.236,222.144,21.607,244.074,110604,221635,1,48,40,24,31
14001,0.053,554.716,40.172,595.049,110611,221650,3,84,72,42,52
14002,0.612,704.848,19.221,724.806,110623,221674,5,144,120,72,86
14003,0.8,676.66,31.411,708.964,110631,221690,3,96,80,48,59
14004,0.308,101.644,26.715,128.755,110633,221694,0,24,20,12,16
14005,28961.8,286.634,0.849,29249.4,110637,221702,1,48,40,24,28
14006,0.257,316.961,14.801,332.111,110645,221718,3,96,80,48,59
14007,1.333,342.355,0.8,344.67,110651,221730,2,72,60,36,43
14008,0.18,397.744,12.838,410.845,110661,221750,4,120,100,60,74
14009,0.192,288.006,13.744,302.034,110670,221769,4,108,92,54,67
14010,0.12,244.478,0.4,245.067,110678,221785,3,96,80,48,58
14011,0.226,197.105,10.171,207.578,110683,221796,2,60,52,30,40
14012,0.087,426.435,11.136,437.74,110699,221828,7,192,160,96,116
14013,0.101,140.561,13.804,154.547,110703,221836,1,48,40,24,31
14014,0.097,206.745,9.424,216.342,110711,221852,3,96,80,48,58
14015,0.223,148.19,11.435,159.925,110717,221864,2,72,60,36,43
14016,0.046,78.208,0.333,78.655,110721,221872,1,48,40,24,28
14017,0.1,208.063,9.045,217.284,110733,221896,5,144,120,72,86
14018,0.099,0.047,17.564,17.789,110733,221896,0,0,0,0,7
14019,0.099,219.789,7.367,227.333,110749,221928,7,192,160,96,113
14020,0.045,61.826,0.309,62.249,110755,221940,2,72,60,36,40
14021,0.046,157.712,6.506,164.346,110765,221960,4,120,100,60,70
14022,0.093,431.933,14.207,446.315,110779,221988,6,168,140,84,101
14023,0.24,273.15,8.569,282.04,110793,222016,6,168,140,84,101
14024,0.044,76.363,0.359,76.837,110797,222024,1,48,40,24,28
14025,0.197,38.432,17.355,56.065,110799,222028,0,24,20,12,16
14026,0.045,175.344,5.651,181.117,110809,222048,4,120,100,60,74
14027,0.1,171.147,0.334,171.65,110819,222068,4,120,100,60,70
14028,27920.9,254.279,20.998,28196.3,110823,222076,1,48,40,24,31
14029,26782.7,145.111,46.912,26974.9,110825,222080,0,24,20,12,16
14030,0.265,246.959,12.963,260.308,110831,222092,2,72,60,36,47
14031,27608.2,108.4,43.805,27760.6,110833,222096,0,24,20,12,16
14032,0.39,277.66,0.615,278.745,110841,222112,3,96,80,48,55
14033,0.312,165.163,0.449,166.002,110847,222124,2,72,60,36,43
14034,0.105,332.767,7.834,340.804,110859,222148,5,144,120,72,89
14035,0.166,279.417,7.475,287.151,110875,222180,7,192,160,96,110
14036,0.096,53.717,0.346,54.236,110879,222188,1,48,40,24,28
14037,29066.7,105.864,50.758,29223.5,110881,222192,0,24,20,12,16
14038,0.213,334.049,8.247,342.593,110897,222224,7,192,160,96,113
14039,29004.8,120.863,45.05,29170.8,110899,222228,0,24,20,12,16
14040,0.437,256.749,0.489,257.765,110913,222256,6,168,140,84,94
14041,0.131,269.048,7.468,276.753,110927,222284,6,168,140,84,97
14042,32939.5,416.594,0.798,33357,110935,222300,3,96,80,48,55
14043,27059.2,247.305,0.942,27307.6,110939,222308,1,48,40,24,28
14044,0.653,166.095,0.364,167.198,110949,222328,4,120,100,60,70
14045,0.052,166.533,7.743,174.414,110959,222348,4,120,100,60,73
14046,0.182,203.845,8.856,212.978,110973,222376,6,168,140,84,98
14047,0.061,0.067,18.865,19.089,110973,222376,0,0,0,0,8
14048,0.169,425.698,11.798,437.751,110987,222404,6,168,140,84,101
14049,0.245,453.885,7.455,461.67,111017,222464,14,360,300,180,203
14050,1.689,164.68,47.245,213.779,111019,222468,0,24,20,12,16
14051,0.332,169.951,11.369,181.755,111027,222484,3,96,80,48,55
14052,0.054,535.651,8.347,544.139,111053,222536,12,312,260,156,182
14053,0.055,274.774,7.336,282.258,111069,222568,7,192,160,96,113
14054,33494.6,133.78,55.483,33684.1,111071,222572,0,24,20,12,16
14055,0.315,105.397,0.406,106.198,111075,222580,1,48,40,24,28
14056,0.053,119.496,5.926,125.573,111083,222596,3,96,80,48,58
14057,30863.3,121.653,45.765,31030.9,111085,222600,0,24,20,12,16
14058,0.321,169.687,0.512,170.608,111091,222612,2,72,60,36,43
14059,0.141,255.572,7.32,263.128,111107,222644,7,192,160,96,116
14060,0.125,47.713,5.784,53.715,111111,222652,1,48,40,24,31
14061,0.257,294.898,13.604,308.857,111121,222672,4,120,100,60,67
14062,0.132,209.641,0.399,210.252,111131,222692,4,120,100,60,67
14063,0.051,378.523,6.307,384.973,111155,222740,11,288,240,144,173
14064,0.116,50.886,0.377,51.458,111159,222748,1,48,40,24,28
14065,0.071,317.209,14.736,332.112,111167,222764,3,96,80,48,62
14066,0.112,293.415,15.491,309.122,111175,222780,3,96,80,48,62
14067,0.147,201.921,11.951,214.12,111183,222796,3,96,80,48,59
14068,0.051,258.032,11.171,269.351,111195,222820,5,144,120,72,86
14069,0.26,186.132,0.612,187.084,111199,222828,1,48,40,24,28
14070,0.207,91.57,0.355,92.216,111203,222836,1,48,40,24,28
14071,0.469,0.201,42.347,43.117,111203,222836,0,0,0,0,6
14072,0.321,269.712,16.1,286.235,111211,222852,3,96,80,48,58
14073,0.356,212.879,21.318,234.655,111217,222864,2,72,60,36,43
14074,0.292,236.173,0.639,237.183,111223,222876,2,72,60,36,43
14075,0.203,278.103,13.88,292.289,111229,222888,2,72,60,36,47
14076,0.113,433.62,11.495,445.329,111245,222920,7,192,160,96,113
14077,0.346,405.112,0.412,405.95,111257,222944,5,144,120,72,85
14078,0.155,229.306,0.382,229.922,111267,222964,4,120,100,60,70
14079,30352.9,137.839,38.458,30529.4,111269,222968,0,24,20,12,16
14080,0.398,319.136,12.365,331.985,111277,222986,4,96,84,48,60
14081,0.348,351.76,11.117,363.31,111285,223002,3,96,80,48,62
14082,0.312,183.339,10.229,193.966,111291,223014,2,72,60,36,43
14083,0.05,397.058,7.275,404.469,111309,223050,8,216,180,108,125
14084,0.048,365.633,9.975,375.741,111323,223078,6,168,140,84,97
14085,0.285,161.968,0.426,162.756,111333,223098,4,120,100,60,70
14086,0.05,158.511,6.626,165.27,111343,223118,4,120,100,60,70
14087,28785.3,137.827,45.808,28969.1,111345,223122,0,24,20,12,16
14088,27805.8,243.9,21.619,28071.5,111349,223130,1,48,40,24,31
14089,26973.8,119.04,49.782,27142.8,111351,223134,0,24,20,12,16
14090,0.586,513.144,19.112,532.932,111361,223154,4,120,100,60,77
14091,0.365,227.103,0.421,227.969,111371,223174,4,120,100,60,70
14092,0.125,208.682,7.452,216.35,111387,223206,7,192,160,96,113
14093,0.159,75.269,27.805,103.38,111389,223210,0,24,20,12,16
14094,0.091,65.901,5.695,71.771,111393,223218,1,48,40,24,31
14095,0.051,337.33,0.479,337.945,111405,223242,5,144,120,72,82
14096,0.14,363.473,13.248,376.95,111417,223266,5,144,120,72,92
14097,0.113,127.327,10.69,138.214,111425,223282,3,96,80,48,59
14098,0.098,251.366,1.044,252.593,111431,223294,2,72,60,36,43
14099,0.132,248.491,12.879,261.593,111437,223306,2,72,60,36,47
14100,1.353,245.207,18.15,264.842,111441,223314,1,48,40,24,31
14101,0.366,213.169,0.797,214.413,111445,223322,1,48,40,24,28
14102,0.058,343.093,9.605,352.849,111457,223346,5,144,120,72,86
14103,0.484,670.618,14.155,685.352,111473,223378,7,192,160,96,113
14104,0.221,240.999,12.587,253.908,111481,223394,3,96,80,48,59
14105,30837.7,141.248,38.946,31018.1,111483,223398,0,24,20,12,16
14106,0.197,156.395,12.439,169.118,111487,223406,1,48,40,24,31
14107,0.061,184.727,9.026,193.897,111495,223422,3,96,80,48,55
14108,0.1,196.026,0.399,196.593,111503,223438,3,96,80,48,55
14109,0.252,158.211,0.479,159.01,111507,223446,1,48,40,24,28
14110,0.346,471.47,10.977,482.879,111521,223474,6,168,140,84,100
14111,0.298,136.289,0.318,136.975,111527,223486,2,72,60,36,40
14112,0.39,183.955,11.733,196.16,111531,223494,1,48,40,24,31
14113,0.095,311.695,10.62,322.495,111541,223514,4,120,100,60,74
14114,0.045,0.054,18.27,18.455,111541,223514,0,0,0,0,5
14115,0.045,397.955,8.802,406.878,111557,223546,7,192,160,96,119
14116,29147,125.6,44.616,29317.3,111559,223550,0,24,20,12,16
14117,0.443,181.942,65.733,248.272,111561,223554,0,24,20,12,16
14118,1.059,497.22,16.275,514.644,111571,223574,4,120,100,60,70
14119,0.25,599.706,8.612,608.657,111591,223614,9,240,200,120,143
14120,0.243,385.95,14.297,400.58,111603,223638,5,144,120,72,86
14121,0.123,453.533,22.63,476.375,111621,223674,8,216,180,108,125
14122,0.217,314.476,13.475,328.26,111635,223702,6,168,140,84,98
14123,0.116,263.673,11.314,275.19,111647,223726,5,144,120,72,86
14124,35607.2,252.596,0.646,35860.6,111651,223734,1,48,40,24,28
14125,0.337,199.613,0.44,200.471,111657,223746,2,72,60,36,43
14126,0.395,207.131,16.072,223.694,111661,223754,1,48,40,24,31
14127,0.162,99.971,0.425,100.639,111665,223762,1,48,40,24,28
14128,0.45,322.173,0.416,323.127,111673,223778,3,96,80,48,55
14129,0.108,332.933,8.918,342.053,111681,223794,3,96,80,48,62
14130,0.264,433.108,9.759,443.218,111693,223818,5,144,120,72,86
14131,0.36,241.84,8.25,250.548,111703,223838,4,120,100,60,74
14132,0.115,340.6,9.545,350.365,111715,223862,5,144,120,72,86
14133,0.055,633.042,15.002,648.206,111733,223898,8,216,180,108,131
14134,0.308,411.035,9.805,421.256,111745,223922,5,144,120,72,89
14135,0.389,181.899,13.584,195.976,111753,223938,3,96,80,48,59
14136,0.063,154.514,10.128,164.81,111761,223954,3,96,80,48,59
14137,0.059,121.254,7.39,128.814,111767,223966,2,72,60,36,46
14138,0.355,238.412,8.584,247.455,111773,223978,2,72,60,36,47
14139,0.488,0.263,67.643,68.517,111773,223978,0,0,0,0,8
14140,0.308,296.028,17.314,313.758,111779,223990,2,72,60,36,43
14141,0.108,215.793,0.445,216.45,111785,224002,2,72,60,36,40
14142,0.22,351.61,0.361,352.281,111793,224018,3,96,80,48,55
14143,0.307,576.376,16.676,593.469,111809,224050,7,192,160,96,116
14144,0.114,233.215,12.761,246.199,111817,224066,3,96,80,48,62
14145,0.115,388.175,10.82,399.219,111833,224098,7,192,160,96,116
14146,0.058,709.502,8.786,718.454,111859,224150,12,312,260,156,182
14147,0.388,102.309,0.505,103.302,111863,224158,1,48,40,24,28
14148,0.058,1500.61,15.456,1516.21,111883,224198,9,240,200,120,146
14149,0.616,142.65,6.283,149.645,111887,224206,1,48,40,24,31
14150,1.467,1106.88,7.381,1115.84,111907,224246,9,240,200,120,146
14151,0.479,413.023,0.38,413.962,111911,224254,1,48,40,24,28
14152,0.163,379.21,6.215,385.668,111925,224282,6,168,140,84,100
14153,0.144,533.583,10.757,544.573,111929,224290,1,48,40,24,31
14154,0.425,256.69,0.371,257.556,111939,224310,4,120,100,60,70
14155,0.123,478.081,8.716,486.995,111949,224330,4,120,100,60,73
14156,0.641,636.928,0.724,638.367,111959,224350,4,120,100,60,70
14157,1.249,96.587,47.374,145.324,111961,224354,0,24,20,12,16
14158,0.164,339.211,6.451,345.924,111971,224374,4,120,100,60,74
14159,0.189,595.226,0.559,596.059,111981,224394,4,120,100,60,73
14160,0.564,826.352,7.632,834.629,111997,224426,7,192,160,96,113
14161,0.435,86.224,0.34,87.066,112001,224434,1,48,40,24,28
14162,0.243,744.358,24.45,769.126,112013,224458,5,144,120,72,83
14163,0.751,826.848,12.789,840.472,112025,224482,5,144,120,72,89
14164,0.696,1027.46,10.908,1039.14,112043,224518,8,216,180,108,128
14165,0.588,1105.24,19.331,1125.25,112057,224546,6,168,140,84,98
14166,0.547,1091.01,19.432,1111.09,112075,224582,8,216,180,108,125
14167,0.484,537.458,0.673,538.69,112081,224594,2,72,60,36,43
14168,0.854,342.041,15.053,358.03,112087,224606,2,72,60,36,47
14169,0.121,72.31,20.631,93.138,112089,224610,0,24,20,12,16
14170,0.044,504.431,13.501,518.069,112095,224622,2,72,60,36,47
14171,34046.3,144.958,41.42,34232.9,112097,224626,0,24,20,12,16
14172,0.242,531.583,13.238,545.156,112111,224654,6,168,140,84,101
14173,0.138,550.536,9.869,560.641,112129,224690,8,216,180,108,128
14174,0.149,122.73,9.207,132.184,112133,224698,1,48,40,24,31
14175,0.052,215.942,12.826,228.917,112141,224714,3,96,80,48,58
14176,0.052,345.482,0.411,346.034,112151,224734,4,120,100,60,67
14177,31573.9,220.256,18.391,31812.8,112155,224742,1,48,40,24,31
14178,1.293,560.868,27.272,589.638,112167,224766,5,144,120,72,86
14179,0.309,280.516,0.632,281.54,112175,224782,3,96,80,48,55
14180,0.118,357.012,8.592,365.819,112191,224814,7,192,160,96,113
14181,0.231,394.472,6.165,400.949,112209,224850,8,216,180,108,128
14182,0.088,183.725,0.335,184.217,112219,224870,4,120,100,60,70
14183,0.045,219.985,0.478,220.587,112227,224886,3,96,80,48,55
14184,0.048,249.895,9.995,260.032,112243,224918,7,192,160,96,113
14185,0.214,98.338,9.538,108.172,112251,224934,3,96,80,48,58
14186,28492,125.904,45.054,28663.1,112253,224938,0,24,20,12,16
14187,0.298,192.923,0.385,193.696,112261,224954,3,96,80,48,55
14188,30882.4,160.804,52.324,31095.7,112263,224958,0,24,20,12,16
14189,31035.5,441.026,0.727,31477.4,112271,224974,3,96,80,48,55
14190,0.513,187.24,8.286,196.13,112281,224994,4,120,100,60,70
14191,0.132,139.705,0.433,140.355,112291,225014,4,120,100,60,67
14192,0.158,146.153,6.015,152.416,112301,225034,4,120,100,60,70
14193,0.052,204.696,8.659,213.524,112317,225066,7,192,160,96,113
14194,0.212,349.746,13.27,363.321,112329,225090,5,144,120,72,82
14195,0.05,57.092,0.385,57.607,112333,225098,1,48,40,24,28
