iteration,find_best_us,split_us,update_info_us,total_us,active_faces,n_vertices
52,0.761,0.039,87.385,88.286,263,556
53,0.058,22793.1,68.513,22861.8,265,560
54,0.303,0.101,65.614,66.094,265,560
55,0.046,66883.6,9.682,66893.6,270,571
56,0.981,84049.5,63.585,84114.2,277,586
57,0.377,138836,57.103,138893,287,606
58,0.415,83137.1,62.942,83200.6,294,621
59,55662.2,29021.9,82.195,84766.4,296,625
60,0.4,82321.2,74.017,82395.8,302,637
61,0.372,0.037,78.05,78.553,302,637
62,57827.7,12992.2,56.869,70877,303,640
63,0.45,0.053,96.089,96.695,303,640
64,0.059,0.213,123.701,124.079,303,640
65,0.123,0.041,78.68,78.954,303,640
66,0.058,24909.2,92.753,25002.2,305,644
67,0.334,24811.7,73.532,24885.6,307,648
68,0.446,0.036,98.254,98.837,307,648
69,0.055,0.035,90.883,91.073,307,648
70,0.052,81731.2,68.543,81799.9,314,663
71,59510.8,26298.8,83.61,85893.3,316,667
72,0.715,93648,11.318,93660.1,323,682
73,0.495,24957.2,101.818,25059.7,325,686
74,0.35,0.052,163.109,163.634,325,686
75,0.129,66674.6,69.253,66744.1,330,697
76,0.464,0.07,105.224,105.861,330,697
77,0.057,24043.9,91.054,24135.2,332,701
78,0.465,0.038,106.085,106.69,332,701
79,0.058,26983.6,82.701,27066.5,334,705
80,0.435,24136.3,75.479,24212.3,336,709
81,0.42,0.346,115.416,116.275,336,709
82,0.167,0.037,116.613,116.912,336,709
83,63566.4,52058.2,20.616,115645,340,717
84,0.653,0.06,95.408,96.222,340,717
85,0.06,25567.4,70.624,25638.2,342,721
86,0.381,0.172,92.262,92.894,342,721
87,0.1,0.194,103.086,103.459,342,721
88,0.05,101764,73.053,101837,350,737
89,0.506,26689.1,84.195,26773.9,352,741
90,0.351,0.168,124.14,124.754,352,741
91,0.114,0.04,78.899,79.154,352,741
92,0.12,26673,80.908,26754.1,354,745
93,0.444,0.108,103.634,104.295,354,745
94,0.059,105099,89.35,105189,362,761
95,0.438,23808,95.415,23904,364,765
96,0.749,0.035,84.667,85.553,364,765
97,0.108,0.274,137.82,138.306,364,765
98,0.122,48072,71.376,48143.6,368,773
99,0.48,151650,19.756,151670,378,793
100,1.031,65147,13.461,65161.6,382,801
101,0.422,86185.6,81.376,86267.5,388,813
102,0.458,0.124,134.38,135.063,388,813
103,0.113,137652,60.265,137712,398,833
104,0.404,122151,72.235,122224,406,849
105,0.363,61866.4,13.001,61879.9,410,857
106,0.42,87252.4,70.861,87323.8,416,869
107,0.321,0.037,127.347,127.8,416,869
108,0.058,134537,81.262,134619,426,889
109,0.496,0.086,159.067,159.759,426,889
110,0.115,31432,111.084,31543.3,428,893
111,0.455,58048,15.752,58064.3,432,901
112,81764,22483.7,100.432,104348,434,905
113,0.436,0.053,141.516,142.131,434,905
114,0.117,26592.6,114.262,26707.1,436,909
115,0.41,25021.2,89.487,25111.2,438,913
116,0.43,57659.7,64.693,57724.9,442,921
117,0.263,57511.1,84.115,57595.5,446,929
118,0.443,40421.3,22.692,40444.6,449,936
119,0.418,22844.2,114.288,22959,451,940
120,0.519,34700.2,21.445,34722.2,454,947
121,0.439,23140.7,103.799,23245,456,951
122,0.426,47595.2,99.432,47695.1,460,959
123,0.306,47740.8,119.611,47860.8,464,967
124,86477.9,28403.9,124.045,115006,466,971
125,0.735,26762.7,125.878,26889.4,468,975
126,0.43,101813,86.715,101901,476,991
127,0.453,24385.7,119.35,24505.6,478,995
128,0.46,38492.8,34.995,38528.4,481,1002
129,0.403,26485.8,103.69,26590,483,1006
130,0.29,93554.5,95.268,93650.2,489,1018
131,0.332,39930.9,24.779,39956.1,492,1025
132,0.42,0.087,114.565,115.171,492,1025
133,91256.8,12428.7,87.498,103773,493,1028
134,0.466,59351,30.74,59382.3,497,1036
135,0.485,0.101,215.912,216.645,497,1036
136,0.116,85662.3,107.759,85770.3,503,1048
137,0.504,52954.1,156.296,53111,507,1056
138,0.488,26548.6,149.728,26698.9,509,1060
139,0.479,25382.4,125.848,25508.8,511,1064
140,97098.5,26593.2,128.788,123821,513,1068
141,0.32,87679.4,54.614,87734.5,519,1080
142,0.412,59964.7,126.217,60091.4,523,1088
143,0.48,0.256,180.857,181.724,523,1088
144,0.114,23277.5,131.591,23409.3,525,1092
145,0.313,23849.5,139.687,23989.6,527,1096
146,0.396,23367,110.858,23478.4,529,1100
147,0.278,28854.1,113.563,28968,531,1104
148,0.287,29038.2,145.827,29184.4,533,1108
149,0.391,55455.8,21.373,55477.7,537,1116
150,1.494,26631.6,120.01,26753.2,539,1120
151,0.493,55029.7,51.734,55082.1,543,1128
152,0.446,113710,116.998,113828,551,1144
153,0.549,0.061,192.424,193.141,551,1144
154,0.089,0.146,105.361,105.7,551,1144
155,0.046,0.159,167.761,168.048,551,1144
156,0.058,0.186,172.634,172.984,551,1144
157,90716.3,33161.8,145.274,124024,553,1148
158,0.284,23930.3,131.324,24062,555,1152
159,0.224,96177.3,107.558,96285.2,563,1168
160,0.382,0.032,116.545,117.04,563,1168
161,0.095,26333.6,112.567,26446.4,565,1172
162,0.608,25330.1,148.879,25479.7,567,1176
163,0.405,24684,127.364,24811.9,569,1180
164,0.447,0.192,241.85,242.581,569,1180
165,0.119,26416.6,131.094,26547.9,571,1184
166,0.363,0.183,164.268,164.893,571,1184
167,0.093,48724.5,29.021,48753.7,575,1192
168,0.247,24509.8,138.669,24648.9,577,1196
169,0.286,51800.9,34.956,51836.4,581,1204
170,0.312,25880.2,124.912,26005.5,583,1208
171,0.27,44670.7,33.65,44704.8,587,1216
172,0.37,0.284,274.93,275.678,587,1216
173,0.088,81492.4,145.077,81637.7,593,1228
174,0.367,24533,154.009,24687.5,595,1232
175,0.298,46419.3,103.5,46523.1,599,1240
176,0.28,24257.6,160.843,24418.9,601,1244
177,0.536,22909.9,177.929,23088.5,603,1248
178,0.306,44507.1,33.57,44541,607,1256
179,0.257,10802.1,137.556,10940,608,1259
180,0.336,0.359,144.688,145.476,608,1259
181,0.116,22453.9,151.34,22605.5,610,1263
182,0.291,45659.1,106.99,45766.5,614,1271
183,0.247,26414.1,176.825,26591.3,616,1275
184,0.326,52935.8,35.177,52971.4,620,1283
185,0.336,0.138,258.662,259.226,620,1283
186,0.09,0.186,200.515,200.878,620,1283
187,0.113,53689.4,91.499,53781.1,625,1294
188,0.311,0.1,186.227,186.733,625,1294
189,0.048,48894,116.761,49010.9,629,1302
190,0.37,49344.9,152.183,49497.6,633,1310
191,0.409,53726.3,132.087,53858.9,638,1321
192,0.299,20793.5,200.616,20994.5,640,1325
193,0.344,44407.8,45.487,44453.8,644,1333
194,0.516,24395.3,197.151,24593.1,646,1337
195,0.375,45286.6,116.803,45404,650,1347
196,102070,24363.3,144.273,126578,652,1351
197,0.24,57541.7,154.215,57696.3,656,1359
198,1.097,84983.5,157.531,85142.2,662,1371
199,0.27,0.055,224.922,225.36,662,1371
200,1.251,0.479,591.548,593.444,662,1371
201,0.165,91862.7,184.459,92047.5,670,1387
202,1.175,28715.9,206.544,28923.7,672,1391
203,0.347,24400.7,240.98,24642.2,674,1395
204,0.43,0.315,186.211,187.059,674,1395
205,0.057,23739.2,198.368,23937.7,676,1399
206,0.342,21420.6,172.262,21593.3,678,1403
207,0.337,48089.7,38.985,48129.1,682,1411
208,0.294,24698.9,158.899,24858.2,684,1415
209,0.28,0.055,247.834,248.253,684,1415
210,0.092,81874.3,136.264,82010.7,690,1427
211,0.264,23295.8,206.837,23503,692,1431
212,0.356,0.217,314.656,315.323,692,1431
213,0.113,46515.7,158.854,46674.8,696,1439
214,0.301,27173.4,207.76,27381.5,698,1443
215,0.258,0.174,261.096,261.627,698,1443
216,0.109,0.079,138.079,138.367,698,1443
217,0.099,71621.4,173.778,71795.3,704,1455
218,0.277,75994.3,180.883,76175.6,710,1467
219,131576,78079.8,136.754,209792,717,1482
220,0.387,0.057,271.341,271.879,717,1482
221,0.114,24004.4,198.93,24203.6,719,1486
222,0.586,0.158,305.494,306.332,719,1486
223,0.062,0.313,155.725,156.192,719,1486
224,0.052,0.033,266.342,266.52,719,1486
225,0.103,24476.1,198.55,24674.9,721,1490
226,0.525,71280.6,184.652,71465.9,727,1502
227,0.478,57546.7,41.31,57588.6,731,1510
228,0.28,0.138,296.184,296.704,731,1510
229,113282,27241.6,221.271,140745,733,1514
230,0.394,27620.6,190.724,27811.9,735,1518
231,0.611,23054.4,230.254,23285.4,737,1522
232,0.325,45938.8,92.125,46031.4,741,1530
233,0.377,58481.3,184.187,58666,746,1541
234,0.318,64960.6,137.57,65098.7,751,1552
235,0.672,0.15,508.552,509.478,751,1552
236,0.32,24807.5,226.334,25034.3,753,1556
237,139290,53520.4,48.033,192858,757,1564
238,0.443,80050.8,168.273,80219.6,763,1576
239,0.295,25566.6,199.881,25766.8,765,1580
240,0.803,84953.2,42.739,84996.9,771,1592
241,0.498,23665.2,276.242,23942.1,773,1596
242,0.51,24011.4,281.175,24293.2,775,1600
243,0.428,93489.2,165.448,93655.2,783,1616
244,0.675,79964.9,200.37,80166.1,790,1631
245,0.42,48396.3,192.102,48588.9,794,1639
246,0.371,50799.9,89.494,50890,798,1647
247,0.347,25285.8,284.242,25570.5,800,1651
248,0.384,73588.5,215.051,73804.1,806,1663
249,0.355,45934.2,215.424,46150,810,1671
250,1.356,0.386,694.242,696.076,810,1671
251,148402,12080.7,184.159,160667,811,1674
252,0.377,0.102,392.882,393.463,811,1674
253,0.105,71534.6,194.734,71729.6,817,1686
254,153405,53579.6,250.088,207234,821,1694
255,155363,25995.5,223.619,181583,823,1698
256,133303,26380.2,310.253,159994,825,1702
257,0.423,56371.8,64.746,56437.2,829,1710
258,0.377,86603,257.971,86861.5,836,1725
259,0.73,0.036,301.236,302.127,836,1725
260,0.112,0.082,319.051,319.357,836,1725
261,0.111,0.304,355.007,355.524,836,1725
262,0.101,45636,255.93,45892.1,840,1733
263,0.488,0.092,302.978,303.673,840,1733
264,0.209,100632,246.298,100879,848,1749
265,153753,26399,285.038,180438,850,1753
266,0.535,27671.8,328.776,28001.2,852,1757
267,0.426,162813,217.085,163030,864,1781
268,0.375,25023.1,233.526,25257.1,866,1785
269,0.301,0.245,392.203,392.851,866,1785
270,0.1,26266.5,203.543,26470.2,868,1789
271,0.246,0.184,377.423,377.95,868,1789
272,0.058,47253.7,58.524,47312.5,872,1797
273,0.27,0.108,299.533,299.989,872,1797
274,0.108,53590.9,85.995,53677.2,876,1805
275,0.401,23704.3,392.571,24097.5,878,1809
276,0.369,0.224,483.821,484.516,878,1809
277,0.109,0.451,290.105,290.784,878,1809
278,0.155,22742,347.213,23089.4,880,1813
279,0.512,25040.6,268.703,25310,882,1817
280,168754,24665.2,375.933,193795,884,1821
281,0.4,0.047,470.316,470.881,884,1821
282,0.133,32525.9,468.847,32995,886,1825
283,0.347,37399.4,73.44,37473.3,889,1832
284,1.531,0.316,447.056,449.036,889,1832
285,168602,29134.4,311.226,198048,891,1836
286,0.298,40303.4,180.875,40484.7,894,1843
287,147802,55038.5,71.981,202913,898,1851
288,0.297,57353.8,142.795,57497,902,1859
289,0.187,40241.4,73.438,40315.2,905,1866
290,173163,28769.9,253.046,202186,907,1870
291,0.188,56823.7,285.151,57109.2,911,1878
292,0.342,13784.4,284.955,14069.8,912,1881
293,0.321,55823.7,78.906,55903.1,916,1889
294,0.326,63356.6,296.175,63653.3,920,1897
295,0.299,26876,387.49,27263.9,922,1901
296,0.271,51824.7,276.944,52102,926,1909
297,152581,12074.4,254.808,164910,927,1912
298,0.274,25064.5,331.06,25396,929,1916
299,0.338,83755.5,289.292,84045.3,935,1928
300,0.921,57618.5,64.567,57684.2,939,1936
301,180339,54101,261.757,234701,943,1944
302,0.267,0.183,409.062,409.614,943,1944
303,0.152,49859.1,370.24,50229.7,947,1952
304,0.294,65204.4,268.886,65473.7,952,1963
305,151888,28748.4,291.453,180928,954,1967
306,0.297,24037.2,369.377,24407.1,956,1971
307,0.318,67882.2,400.159,68282.8,961,1982
308,0.443,110188,280.748,110469,969,1998
309,0.268,55039.8,241.793,55282,973,2006
310,159101,24518.5,417.654,184038,975,2010
311,0.399,0.129,481.427,482.046,975,2010
312,0.06,53935.9,255.963,54192,979,2018
313,162013,52866.9,312.521,215193,983,2026
314,0.377,0.105,567.514,568.217,983,2026
315,0.234,0.062,557.07,557.476,983,2026
316,0.209,51115.1,88.542,51203.9,987,2034
317,0.404,64192,349.492,64542,991,2042
318,0.519,24213.3,291.716,24505.7,993,2046
319,0.372,51953.1,133.894,52087.5,997,2054
320,0.415,0.082,580.175,580.772,997,2054
321,0.145,26412.4,298.732,26711.4,999,2058
322,0.357,29938.8,337.846,30277.1,1001,2062
323,0.336,61354.2,357.329,61712,1005,2070
324,0.266,59989,83.017,60072.4,1009,2078
325,0.298,30164.6,290.194,30455.2,1011,2082
326,0.298,60616.5,253.753,60870.6,1015,2090
327,0.404,0.146,518.03,518.719,1015,2090
328,0.247,0.281,341.578,342.197,1015,2090
329,0.27,30787.9,309.457,31097.7,1017,2094
330,0.304,0.06,489.775,490.239,1017,2094
331,0.06,0.244,432.448,432.841,1017,2094
332,0.083,0.203,476.922,477.297,1017,2094
333,0.189,27439.9,385.655,27825.8,1019,2098
334,0.276,0.249,336.608,337.26,1019,2098
335,173097,30955,354.455,204406,1021,2102
336,0.372,90717.6,277.879,90995.9,1027,2114
337,0.356,26753.2,384.23,27137.8,1029,2118
338,0.341,0.281,421.468,422.181,1029,2118
339,0.091,31955,366.438,32321.7,1031,2122
340,0.35,0.144,549.494,550.1,1031,2122
341,0.15,0.275,517.945,518.469,1031,2122
342,0.101,0.207,459.513,459.922,1031,2122
343,0.096,0.212,342.674,343.09,1031,2122
344,0.113,0.061,311.794,312.063,1031,2122
345,0.175,22393.6,397.122,22791,1033,2126
346,189442,12632.3,276.246,202351,1034,2129
347,0.514,25649.4,330.339,25980.3,1036,2133
348,1.207,58639,110.563,58751,1040,2141
349,0.299,50840.4,70.694,50911.6,1044,2149
350,0.787,29710.4,385.307,30096.6,1046,2153
351,0.314,52830.4,76.845,52907.6,1050,2161
352,0.314,0.369,634.191,634.973,1050,2161
353,0.064,0.033,519.058,519.25,1050,2161
354,0.071,0.203,539.642,540.012,1050,2161
355,0.193,25988.9,341.354,26330.6,1052,2165
356,1.113,25726.1,424.179,26151.5,1054,2169
357,0.524,0.03,345.382,346.027,1054,2169
358,0.05,27881.9,295.233,28177.3,1056,2173
359,0.304,24357.1,403.665,24761.2,1058,2177
360,1.257,0.278,1021.42,1023.06,1058,2177
361,0.134,49201.3,92.213,49293.7,1062,2185
362,0.408,0.142,605.622,606.279,1062,2185
363,0.113,28200.8,342.087,28543.1,1064,2189
364,0.381,23254.7,399.705,23654.9,1066,2193
365,0.331,51375.6,286.711,51662.7,1070,2201
366,0.412,0.106,495.002,495.624,1070,2201
367,203442,25344.3,525.845,229312,1072,2205
368,1.147,0.313,844.046,845.628,1072,2205
369,1.62,59727.5,204.364,59933.7,1076,2213
370,0.554,0.075,860.165,860.956,1076,2213
371,0.285,64880.8,86.679,64967.9,1081,2224
372,0.344,56361.5,320.581,56682.6,1085,2232
373,0.333,0.544,581.424,582.404,1085,2232
374,0.106,128714,274,128988,1093,2248
375,179109,27638.5,430.588,207178,1095,2252
376,0.377,26256.6,398.73,26655.8,1097,2256
377,0.423,0.055,701.023,701.65,1097,2256
378,0.184,0.084,612.204,612.574,1097,2256
379,0.098,0.147,538.63,538.987,1097,2256
380,0.051,0.037,419.586,419.776,1097,2256
381,0.105,28593.5,425.853,29019.5,1099,2260
382,0.443,106044,578.855,106623,1107,2276
383,0.488,29621.7,370.203,29992.5,1109,2280
384,0.275,0.21,385.643,386.217,1109,2280
385,183875,11734.8,301.484,195911,1110,2283
386,0.285,28840.1,495.853,29336.3,1112,2287
387,0.387,81801.1,296.586,82098.2,1118,2299
388,0.357,11375,382.28,11757.7,1119,2302
389,0.462,12788.8,326.233,13115.7,1120,2305
390,0.316,52494.8,126.629,52622,1124,2313
391,0.292,0.219,634.601,635.211,1124,2313
392,0.087,79432.7,336.492,79769.4,1130,2325
393,0.501,0.304,659.458,660.377,1130,2325
394,0.209,26655,527.958,27183.4,1132,2329
395,0.539,59331.3,1350.14,60682.2,1136,2337
396,0.492,58637.2,478.427,59116.2,1140,2345
397,0.345,82114.3,315.242,82430,1146,2357
398,0.302,0.068,532.961,533.429,1146,2357
399,0.101,22927.7,352.868,23280.8,1148,2361
400,1.484,27254.3,554.948,27810.9,1150,2365
401,0.403,52854.3,368.801,53223.7,1154,2373
402,0.351,0.064,632.691,633.208,1154,2373
403,0.148,0.275,437.96,438.489,1154,2373
404,0.152,0.171,630.138,630.564,1154,2373
405,0.196,0.105,552.006,552.406,1154,2373
406,0.07,0.208,656.983,657.363,1154,2373
407,0.161,0.059,413.35,413.672,1154,2373
408,0.102,26088.6,726.132,26815,1156,2377
409,0.314,25872.5,577.921,26450.9,1158,2381
410,0.385,27860.4,603.625,28464.5,1160,2385
411,0.41,28400.9,446.615,28848,1162,2389
412,0.32,0.398,720.676,721.497,1162,2389
413,0.236,0.269,706.416,707.037,1162,2389
414,0.144,0.072,479.275,479.592,1162,2389
415,0.191,0.333,647.988,648.623,1162,2389
416,0.208,0.1,799.881,800.314,1162,2389
417,0.317,0.318,388.885,389.631,1162,2389
418,0.135,0.348,594.755,595.341,1162,2389
419,0.211,0.249,542.852,543.427,1162,2389
420,1.007,12319.6,355.243,12676,1163,2392
421,0.313,0.176,625.802,626.389,1163,2392
422,0.059,0.172,547.472,547.794,1163,2392
423,0.109,0.057,545.556,545.814,1163,2392
424,0.108,60341.6,114.407,60456.3,1167,2400
425,218162,29305.7,453.191,247921,1169,2404
426,0.504,55430.5,321.955,55753,1173,2412
427,0.316,0.064,617.249,617.723,1173,2412
428,0.083,0.057,567.486,567.721,1173,2412
429,0.109,26762.7,439.875,27202.8,1175,2416
430,0.43,27329,676.165,28005.8,1177,2420
431,199682,27569.6,451.881,227704,1179,2424
432,0.244,62897.5,104.299,63002.1,1183,2432
433,1.269,12820.6,701.4,13523.4,1184,2435
434,1.049,80362,354.228,80717.4,1190,2447
435,227434,26444.2,407.179,254285,1192,2451
436,0.431,26082.3,482.688,26565.5,1194,2455
437,0.504,0.084,664.326,665.016,1194,2455
438,0.579,79461.4,305.567,79767.7,1200,2467
439,0.365,0.085,639.872,640.414,1200,2467
440,1.591,0.338,1314.81,1316.84,1200,2467
441,0.104,28532.8,606.915,29140.1,1202,2471
442,0.599,13599.1,412.732,14012.5,1203,2474
443,0.589,54173.9,364.706,54539.3,1207,2482
444,207940,26937.1,765.79,235643,1209,2486
445,0.415,0.313,837.715,838.637,1209,2486
446,0.423,81574.5,303.443,81878.5,1215,2498
447,0.33,77018.8,376.544,77395.8,1221,2510
448,0.486,38721.1,397.477,39119.2,1224,2517
449,1.355,0.482,1088.63,1090.57,1224,2517
450,0.141,13009.8,375.401,13385.4,1225,2520
451,0.332,12314.4,329.505,12644.3,1226,2523
452,1.391,0.401,1303.16,1305.06,1226,2523
453,0.226,0.14,663.813,664.281,1226,2523
454,0.149,0.271,567.62,568.141,1226,2523
455,232037,27811.1,419.837,260269,1228,2527
456,0.387,0.1,644.474,645.056,1228,2527
457,0.124,57522.9,365.973,57889.1,1232,2535
458,0.273,56254.5,707.048,56962,1236,2543
459,0.335,26591.8,513.096,27105.4,1238,2547
460,241512,84308.9,130.292,325952,1244,2559
461,0.451,0.32,653.321,654.201,1244,2559
462,0.12,0.115,614.793,615.131,1244,2559
463,0.093,14571.7,546.923,15118.8,1245,2562
464,239701,39669.2,367.583,279738,1248,2569
465,1.213,84317.6,429.489,84748.5,1254,2581
466,1.093,0.512,1234.38,1236.15,1254,2581
467,0.231,135421,550.334,135972,1262,2597
468,0.305,32173.4,443.119,32616.9,1264,2601
469,0.263,0.222,637.841,638.413,1264,2601
470,0.152,57750.2,306.214,58056.7,1268,2609
471,0.318,53906.9,133.044,54040.5,1272,2617
472,1.225,28792.8,717.011,29511.2,1274,2621
473,0.462,36210.1,355.472,36566.1,1277,2628
474,0.293,61681.8,407.678,62089.9,1281,2636
475,0.397,52006.8,416.05,52423.4,1285,2644
476,248247,31139.4,492.847,279879,1287,2648
477,0.448,112929,837.036,113767,1295,2664
478,248724,27147.3,454.048,276326,1297,2668
479,0.326,0.141,791.222,791.801,1297,2668
480,0.2,26842.4,471.155,27313.9,1299,2672
481,0.377,28771.6,769.832,29542,1301,2676
482,0.455,0.175,1424.41,1425.23,1301,2676
483,0.512,0.22,793.296,794.16,1301,2676
484,0.145,27939.3,502.888,28442.4,1303,2680
485,0.336,31481.6,626.192,32108.2,1305,2684
486,0.473,0.073,900.207,900.961,1305,2684
487,0.333,26840.2,649.526,27490.3,1307,2688
488,0.589,32393.6,413.824,32808.1,1309,2692
489,0.258,0.06,598.782,599.283,1309,2692
490,0.137,57286.9,503.133,57790.3,1313,2700
491,0.355,28383.5,478.825,28862.8,1315,2704
492,0.323,26537.1,584.447,27122,1317,2708
493,0.343,24850.6,569.073,25420.1,1319,2712
494,253858,24937.3,694.519,279490,1321,2716
495,218425,29838.4,498.579,248762,1323,2720
496,0.403,0.233,465.922,466.672,1323,2720
497,0.094,76275.6,532.117,76807.9,1329,2732
498,0.501,0.446,867.431,868.48,1329,2732
499,0.101,81669.2,455.92,82125.3,1335,2744
500,1.52,27427.2,523.801,27952.6,1337,2748
501,244092,25430.8,595.039,270118,1339,2752
502,0.464,73940.5,679.236,74620.4,1345,2764
503,0.302,39458.2,230.721,39689.4,1348,2771
504,0.583,49516.5,195.171,49712.3,1352,2779
505,0.496,57671.4,129.596,57801.6,1356,2787
506,0.398,0.26,835.175,835.936,1356,2787
507,0.103,0.163,885.09,885.458,1356,2787
508,0.261,0.091,1023.22,1023.76,1356,2787
509,0.639,25335.4,679.064,26015.2,1358,2791
510,0.242,0.039,554.346,554.737,1358,2791
511,1.286,0.752,1218.16,1220.37,1358,2791
512,1.107,0.418,1474.07,1475.73,1358,2791
513,0.493,28813.5,530.557,29344.6,1360,2795
514,253910,25348.1,653.941,279912,1362,2799
515,0.264,0.06,842.394,842.876,1362,2799
516,0.335,25739.8,674.037,26414.3,1364,2803
517,0.475,0.057,622.512,623.201,1364,2803
518,0.229,28495.3,455.576,28951.3,1366,2807
519,0.423,63011.6,690.653,63702.8,1370,2815
520,0.378,32664.8,526.335,33191.7,1372,2819
521,1.248,28114.7,506.166,28622.3,1374,2823
522,0.356,28278,526.103,28804.6,1376,2827
523,0.353,0.192,835.826,836.503,1376,2827
524,0.219,0.038,781.701,782.172,1376,2827
525,255189,30568.4,671.218,286429,1378,2831
526,0.44,0.165,450.654,451.357,1378,2831
527,0.119,77589.7,798.003,78387.9,1384,2843
528,0.512,0.058,881.589,882.307,1384,2843
529,0.12,26812.2,472.633,27285,1386,2847
530,0.284,0.06,540.768,541.206,1386,2847
531,0.186,0.078,733.404,733.787,1386,2847
532,0.089,12909.2,813.177,13722.7,1387,2850
533,0.623,0.132,744.743,745.635,1387,2850
534,0.426,0.125,721.187,721.852,1387,2850
535,0.463,65899.3,127.899,66027.8,1391,2858
536,0.42,64937.6,482.742,65421,1395,2866
537,1.308,57855.5,324.333,58181.4,1399,2874
538,0.664,12118.8,441.135,12560.7,1400,2877
539,0.638,79120.9,750.236,79871.9,1406,2889
540,0.38,38578.7,573.084,39152.4,1409,2896
541,0.247,0.106,548.516,548.959,1409,2896
542,0.098,0.165,816.144,816.556,1409,2896
543,0.256,27455.8,573.519,28029.6,1411,2900
544,0.383,63945.4,451.63,64397.6,1415,2908
545,0.384,0.321,796.89,797.697,1415,2908
546,0.129,29668.9,842.895,30512.1,1417,2912
547,267770,27485.7,535.393,295791,1419,2916
548,0.359,0.193,747.476,748.122,1419,2916
549,0.136,12227.6,801.04,13028.9,1420,2919
550,1.137,0.354,1328.14,1329.74,1420,2919
551,0.18,0.08,674,674.37,1420,2919
552,0.094,89220.9,765.255,89986.5,1426,2931
553,0.365,15477,1096.85,16574.4,1427,2934
554,295331,34067.8,729.573,330129,1429,2938
555,0.4,81672.5,453.351,82126.4,1435,2950
556,0.516,79044.6,447.647,79492.8,1441,2962
557,0.45,0.217,619.783,620.55,1441,2962
558,0.193,13778.1,686.229,14464.6,1442,2965
559,244311,81620.9,333.64,326266,1448,2977
560,268798,52046.2,430.015,321274,1452,2985
561,0.34,77067.4,423.68,77491.6,1458,2997
562,0.407,0.059,614.567,615.149,1458,2997
563,0.111,28637.3,1183.8,29821.4,1460,3001
564,0.436,27170.8,840.842,28012.2,1462,3005
565,1.374,39441.6,452.151,39895.2,1465,3012
566,0.337,52866.1,189.759,53056.4,1469,3020
567,0.208,52330.5,195.846,52526.7,1473,3028
568,276391,61698.6,121.915,338212,1477,3036
569,0.345,0.057,922.412,922.933,1477,3036
570,0.179,0.195,582.505,582.982,1477,3036
571,0.123,92736.4,494.934,93231.5,1483,3048
572,0.301,67668.3,166.41,67835.2,1487,3056
573,271699,56170.5,296.981,328166,1491,3064
574,0.397,30941.2,584.395,31526.2,1493,3068
575,0.446,28934.9,1090.26,30025.8,1495,3072
576,0.309,65860.9,153.863,66015.2,1499,3080
577,0.344,31548.9,625.557,32174.9,1501,3084
578,0.319,0.226,725.563,726.237,1501,3084
579,0.123,0.105,619.856,620.192,1501,3084
